%
% The data in this file was extracted from a direct numerical simulation
% of turbulent channel flow over a bump. Particulars are listed
% below.
%
% References:
%
%   M. Marquillie and J.-P. Laval (2007) "Direct Numerical 
%   Simulation of a separated channel flow with a smooth profile",
%   to appear in Journal of Turbulence
%
%   For the following statistics, (u,v,w) are the tangential, normal
%   and spanwise velocity components in a local coordinate system.
%   The statistics normalized with the maximum velocity at the inlet (Uo)
%   are given at 14 streamwise positions. These statistics are interpolated 
%   from the 2D statistics computed in the fixe coordinate system and given 
%   in NetCDF format (statistics_2d.nc)
%
%  X	: Streamwise coordinates
%  Y1-Y	: Coordinates normal to the wall
%  U	: Mean tangential velocity
%  u'u'	: Tangential component of Reynolds stress
%  v'v'	: Normal component of Reynolds stress
%  w'w'	: Spanwise component of Reynolds stress
%  u'v'	: Shear stress
%
%  Re =  7900
%  Uo =  max[U(x=0,y)] = 1.03367
%  Ny =  129
%
% Date File Created: November 5, 2007
%
       X              Y1-Y           U              u'u'           v'v'           w'w'          u'v'
  6.00589E+00    6.74725E-05    4.15448E-04    1.52698E-06    1.24653E-08    1.32039E-06   -1.22921E-09
  6.00589E+00    2.69651E-04    1.69588E-03    2.39964E-05    1.35033E-09    2.04930E-05   -1.47773E-08
  6.00589E+00    6.06775E-04    3.94469E-03    1.18051E-04    4.47050E-08    9.86397E-05   -1.86668E-07
  6.00589E+00    1.07861E-03    7.33275E-03    3.59362E-04    2.97367E-07    2.90633E-04   -1.13273E-06
  6.00589E+00    1.68514E-03    1.20938E-02    8.39272E-04    1.59615E-06    6.48837E-04   -4.70459E-06
  6.00589E+00    2.42639E-03    1.85103E-02    1.65628E-03    5.95340E-06    1.20716E-03   -1.49463E-05
  6.00589E+00    3.30198E-03    2.68859E-02    2.90750E-03    1.74618E-05    1.96959E-03   -3.90042E-05
  6.00589E+00    4.31204E-03    3.74981E-02    4.67560E-03    4.24925E-05    2.90629E-03   -8.69792E-05
  6.00589E+00    5.45621E-03    5.05451E-02    7.00804E-03    8.95299E-05    3.95871E-03   -1.70437E-04
  6.00589E+00    6.73437E-03    6.60972E-02    9.89546E-03    1.68014E-04    5.05261E-03   -2.99787E-04
  6.00589E+00    8.14641E-03    8.40838E-02    1.32659E-02    2.86971E-04    6.11510E-03   -4.81820E-04
  6.00589E+00    9.69219E-03    1.04306E-01    1.70021E-02    4.53384E-04    7.08862E-03   -7.18845E-04
  6.00589E+00    1.13714E-02    1.26476E-01    2.09688E-02    6.71210E-04    7.93745E-03   -1.00888E-03
  6.00589E+00    1.31835E-02    1.50245E-01    2.50308E-02    9.40887E-04    8.64599E-03   -1.34727E-03
  6.00589E+00    1.51287E-02    1.75247E-01    2.90641E-02    1.25952E-03    9.21306E-03   -1.72734E-03
  6.00589E+00    1.72064E-02    2.01133E-01    3.29634E-02    1.62094E-03    9.64369E-03   -2.14224E-03
  6.00589E+00    1.94162E-02    2.27599E-01    3.66559E-02    2.01657E-03    9.95012E-03   -2.58406E-03
  6.00589E+00    2.17583E-02    2.54396E-01    4.01047E-02    2.43632E-03    1.01550E-02   -3.04505E-03
  6.00589E+00    2.42317E-02    2.81333E-01    4.33053E-02    2.87020E-03    1.02920E-02   -3.51653E-03
  6.00589E+00    2.68363E-02    3.08280E-01    4.62748E-02    3.30835E-03    1.03962E-02   -3.99105E-03
  6.00589E+00    2.95719E-02    3.35158E-01    4.90510E-02    3.74217E-03    1.04897E-02   -4.46003E-03
  6.00589E+00    3.24377E-02    3.61901E-01    5.16768E-02    4.16400E-03    1.05771E-02   -4.91293E-03
  6.00589E+00    3.54337E-02    3.88442E-01    5.41762E-02    4.56659E-03    1.06684E-02   -5.33722E-03
  6.00589E+00    3.85588E-02    4.14697E-01    5.65414E-02    4.94198E-03    1.07795E-02   -5.72365E-03
  6.00589E+00    4.18135E-02    4.40647E-01    5.87261E-02    5.28322E-03    1.09076E-02   -6.06676E-03
  6.00589E+00    4.51963E-02    4.66345E-01    6.06708E-02    5.58616E-03    1.10266E-02   -6.36641E-03
  6.00589E+00    4.87072E-02    4.91908E-01    6.23393E-02    5.85069E-03    1.11146E-02   -6.62026E-03
  6.00589E+00    5.23460E-02    5.17426E-01    6.37292E-02    6.07743E-03    1.11698E-02   -6.82855E-03
  6.00589E+00    5.61115E-02    5.42847E-01    6.48297E-02    6.26778E-03    1.11988E-02   -6.98951E-03
  6.00589E+00    6.00035E-02    5.68042E-01    6.55816E-02    6.42131E-03    1.11742E-02   -7.09645E-03
  6.00589E+00    6.40211E-02    5.93002E-01    6.59057E-02    6.53849E-03    1.10638E-02   -7.13586E-03
  6.00589E+00    6.81642E-02    6.17772E-01    6.57579E-02    6.61984E-03    1.08968E-02   -7.10736E-03
  6.00589E+00    7.24317E-02    6.42310E-01    6.51136E-02    6.66251E-03    1.07460E-02   -7.03450E-03
  6.00589E+00    7.68234E-02    6.66501E-01    6.39272E-02    6.66139E-03    1.06029E-02   -6.92614E-03
  6.00589E+00    8.13379E-02    6.90333E-01    6.22138E-02    6.61549E-03    1.03927E-02   -6.78135E-03
  6.00589E+00    8.59754E-02    7.13796E-01    6.01146E-02    6.53237E-03    1.01357E-02   -6.59803E-03
  6.00589E+00    9.07347E-02    7.36804E-01    5.77807E-02    6.41357E-03    9.92477E-03   -6.36148E-03
  6.00589E+00    9.56153E-02    7.59087E-01    5.52221E-02    6.25223E-03    9.78958E-03   -6.08951E-03
  6.00589E+00    1.00616E-01    7.80630E-01    5.22788E-02    6.04922E-03    9.63378E-03   -5.80713E-03
  6.00589E+00    1.05737E-01    8.01661E-01    4.89596E-02    5.81320E-03    9.39323E-03   -5.52282E-03
  6.00589E+00    1.10976E-01    8.22122E-01    4.54044E-02    5.55995E-03    9.04617E-03   -5.23853E-03
  6.00589E+00    1.16334E-01    8.41676E-01    4.17694E-02    5.29660E-03    8.61580E-03   -4.95760E-03
  6.00589E+00    1.21809E-01    8.60085E-01    3.82349E-02    5.03204E-03    8.10224E-03   -4.67276E-03
  6.00589E+00    1.27401E-01    8.77262E-01    3.49057E-02    4.76249E-03    7.61229E-03   -4.36321E-03
  6.00589E+00    1.33108E-01    8.93314E-01    3.16663E-02    4.48331E-03    7.22067E-03   -4.05173E-03
  6.00589E+00    1.38930E-01    9.08479E-01    2.84622E-02    4.21312E-03    6.89316E-03   -3.79657E-03
  6.00589E+00    1.44866E-01    9.22863E-01    2.53853E-02    3.97405E-03    6.61558E-03   -3.57759E-03
  6.00589E+00    1.50915E-01    9.36432E-01    2.26068E-02    3.76278E-03    6.35745E-03   -3.35576E-03
  6.00589E+00    1.57076E-01    9.49079E-01    2.00909E-02    3.56869E-03    6.05464E-03   -3.13161E-03
  6.00589E+00    1.63349E-01    9.60697E-01    1.78663E-02    3.39078E-03    5.72569E-03   -2.90154E-03
  6.00589E+00    1.69731E-01    9.71237E-01    1.59704E-02    3.22977E-03    5.40874E-03   -2.68082E-03
  6.00589E+00    1.76223E-01    9.80716E-01    1.43779E-02    3.07817E-03    5.12690E-03   -2.49184E-03
  6.00589E+00    1.82823E-01    9.89068E-01    1.30866E-02    2.93073E-03    4.86587E-03   -2.34066E-03
  6.00589E+00    1.89531E-01    9.96363E-01    1.19937E-02    2.79608E-03    4.61769E-03   -2.20949E-03
  6.00589E+00    1.96345E-01    1.00293E+00    1.10311E-02    2.67566E-03    4.40904E-03   -2.08445E-03
  6.00589E+00    2.03264E-01    1.00894E+00    1.02162E-02    2.56181E-03    4.20721E-03   -1.97582E-03
  6.00589E+00    2.10287E-01    1.01445E+00    9.54550E-03    2.46145E-03    4.02260E-03   -1.89318E-03
  6.00589E+00    2.17414E-01    1.01954E+00    8.93781E-03    2.37648E-03    3.86855E-03   -1.82477E-03
  6.00589E+00    2.24643E-01    1.02436E+00    8.36434E-03    2.30202E-03    3.73173E-03   -1.77231E-03
  6.00589E+00    2.31972E-01    1.02900E+00    7.83552E-03    2.24028E-03    3.59682E-03   -1.72185E-03
  6.00589E+00    2.39402E-01    1.03342E+00    7.37764E-03    2.18728E-03    3.46859E-03   -1.68582E-03
  6.00589E+00    2.46930E-01    1.03762E+00    6.94476E-03    2.13938E-03    3.34524E-03   -1.66523E-03
  6.00589E+00    2.54557E-01    1.04164E+00    6.56705E-03    2.10004E-03    3.22579E-03   -1.65005E-03
  6.00589E+00    2.62279E-01    1.04552E+00    6.23996E-03    2.07258E-03    3.10991E-03   -1.63577E-03
  6.00589E+00    2.70097E-01    1.04921E+00    5.99108E-03    2.05032E-03    3.00706E-03   -1.62514E-03
  6.00589E+00    2.78009E-01    1.05269E+00    5.79432E-03    2.03026E-03    2.91999E-03   -1.61565E-03
  6.00589E+00    2.86014E-01    1.05604E+00    5.62571E-03    2.01378E-03    2.83967E-03   -1.60449E-03
  6.00589E+00    2.94111E-01    1.05925E+00    5.47998E-03    1.99896E-03    2.77366E-03   -1.59307E-03
  6.00589E+00    3.02299E-01    1.06233E+00    5.35240E-03    1.98530E-03    2.72839E-03   -1.57875E-03
  6.00589E+00    3.10576E-01    1.06531E+00    5.23202E-03    1.97019E-03    2.69261E-03   -1.56140E-03
  6.00589E+00    3.18941E-01    1.06822E+00    5.12668E-03    1.95271E-03    2.65859E-03   -1.54237E-03
  6.00589E+00    3.27392E-01    1.07103E+00    5.03116E-03    1.93186E-03    2.62893E-03   -1.52170E-03
  6.00589E+00    3.35930E-01    1.07382E+00    4.93359E-03    1.90839E-03    2.60095E-03   -1.50031E-03
  6.00589E+00    3.44551E-01    1.07659E+00    4.83472E-03    1.88309E-03    2.56777E-03   -1.47769E-03
  6.00589E+00    3.53256E-01    1.07938E+00    4.73939E-03    1.85769E-03    2.53054E-03   -1.45575E-03
  6.00589E+00    3.62042E-01    1.08219E+00    4.65323E-03    1.83426E-03    2.48894E-03   -1.43454E-03
  6.00589E+00    3.70909E-01    1.08502E+00    4.57756E-03    1.81279E-03    2.44405E-03   -1.41331E-03
  6.00589E+00    3.79854E-01    1.08783E+00    4.51007E-03    1.79261E-03    2.39675E-03   -1.39116E-03
  6.00589E+00    3.88877E-01    1.09062E+00    4.44785E-03    1.77399E-03    2.34552E-03   -1.36858E-03
  6.00589E+00    3.97977E-01    1.09338E+00    4.38610E-03    1.75749E-03    2.29055E-03   -1.34739E-03
  6.00589E+00    4.07151E-01    1.09613E+00    4.32397E-03    1.74207E-03    2.23401E-03   -1.32892E-03
  6.00589E+00    4.16399E-01    1.09884E+00    4.26390E-03    1.72561E-03    2.17786E-03   -1.31347E-03
  6.00589E+00    4.25719E-01    1.10153E+00    4.20535E-03    1.70766E-03    2.12180E-03   -1.29901E-03
  6.00589E+00    4.35110E-01    1.10417E+00    4.15036E-03    1.68900E-03    2.06498E-03   -1.28344E-03
  6.00589E+00    4.44570E-01    1.10678E+00    4.10002E-03    1.67022E-03    2.00342E-03   -1.26671E-03
  6.00589E+00    4.54098E-01    1.10939E+00    4.05171E-03    1.65083E-03    1.93913E-03   -1.24952E-03
  6.00589E+00    4.63693E-01    1.11201E+00    4.00289E-03    1.63085E-03    1.87601E-03   -1.23133E-03
  6.00589E+00    4.73352E-01    1.11465E+00    3.95651E-03    1.60848E-03    1.81815E-03   -1.21181E-03
  6.00589E+00    4.83075E-01    1.11728E+00    3.91037E-03    1.58292E-03    1.76636E-03   -1.19067E-03
  6.00589E+00    4.92860E-01    1.11989E+00    3.85774E-03    1.55487E-03    1.72168E-03   -1.16741E-03
  6.00589E+00    5.02706E-01    1.12249E+00    3.79140E-03    1.52677E-03    1.68290E-03   -1.14168E-03
  6.00589E+00    5.12611E-01    1.12507E+00    3.71144E-03    1.49927E-03    1.64824E-03   -1.11341E-03
  6.00589E+00    5.22574E-01    1.12761E+00    3.62268E-03    1.47253E-03    1.61358E-03   -1.08325E-03
  6.00589E+00    5.32593E-01    1.13007E+00    3.53044E-03    1.44579E-03    1.57810E-03   -1.05172E-03
  6.00589E+00    5.42666E-01    1.13245E+00    3.43813E-03    1.41891E-03    1.54191E-03   -1.01982E-03
  6.00589E+00    5.52793E-01    1.13476E+00    3.34831E-03    1.39177E-03    1.50863E-03   -9.88084E-04
  6.00589E+00    5.62971E-01    1.13699E+00    3.26487E-03    1.36435E-03    1.48036E-03   -9.57629E-04
  6.00589E+00    5.73199E-01    1.13912E+00    3.18912E-03    1.33649E-03    1.45557E-03   -9.29724E-04
  6.00589E+00    5.83476E-01    1.14117E+00    3.11865E-03    1.30935E-03    1.43070E-03   -9.03484E-04
  6.00589E+00    5.93800E-01    1.14316E+00    3.05127E-03    1.28450E-03    1.40404E-03   -8.75987E-04
  6.00589E+00    6.04169E-01    1.14513E+00    2.98960E-03    1.26244E-03    1.37405E-03   -8.45479E-04
  6.00589E+00    6.14582E-01    1.14706E+00    2.92985E-03    1.24252E-03    1.34258E-03   -8.12131E-04
  6.00589E+00    6.25038E-01    1.14895E+00    2.86528E-03    1.22350E-03    1.31060E-03   -7.77267E-04
  6.00589E+00    6.35534E-01    1.15081E+00    2.79122E-03    1.20484E-03    1.28163E-03   -7.42264E-04
  6.00589E+00    6.46069E-01    1.15265E+00    2.71436E-03    1.18663E-03    1.25644E-03   -7.07532E-04
  6.00589E+00    6.56642E-01    1.15445E+00    2.63913E-03    1.16973E-03    1.23344E-03   -6.73126E-04
  6.00589E+00    6.67251E-01    1.15620E+00    2.56767E-03    1.15472E-03    1.21043E-03   -6.38751E-04
  6.00589E+00    6.77894E-01    1.15786E+00    2.49926E-03    1.14137E-03    1.18879E-03   -6.03637E-04
  6.00589E+00    6.88570E-01    1.15943E+00    2.43494E-03    1.12872E-03    1.16716E-03   -5.67843E-04
  6.00589E+00    6.99277E-01    1.16092E+00    2.37454E-03    1.11644E-03    1.14659E-03   -5.32109E-04
  6.00589E+00    7.10014E-01    1.16231E+00    2.31994E-03    1.10474E-03    1.12715E-03   -4.96970E-04
  6.00589E+00    7.20778E-01    1.16360E+00    2.27099E-03    1.09406E-03    1.10818E-03   -4.62258E-04
  6.00589E+00    7.31569E-01    1.16476E+00    2.22958E-03    1.08473E-03    1.08857E-03   -4.27696E-04
  6.00589E+00    7.42385E-01    1.16579E+00    2.19332E-03    1.07789E-03    1.06843E-03   -3.92391E-04
  6.00589E+00    7.53223E-01    1.16670E+00    2.16066E-03    1.07410E-03    1.04912E-03   -3.57212E-04
  6.00589E+00    7.64083E-01    1.16748E+00    2.12921E-03    1.07406E-03    1.03161E-03   -3.22491E-04
  6.00589E+00    7.74963E-01    1.16814E+00    2.10039E-03    1.07714E-03    1.01588E-03   -2.88827E-04
  6.00589E+00    7.85861E-01    1.16865E+00    2.07709E-03    1.08253E-03    1.00220E-03   -2.56013E-04
  6.00589E+00    7.96776E-01    1.16900E+00    2.06484E-03    1.08915E-03    9.90345E-04   -2.23357E-04
  6.00589E+00    8.07705E-01    1.16919E+00    2.06324E-03    1.09696E-03    9.80030E-04   -1.89636E-04
  6.00589E+00    8.18648E-01    1.16924E+00    2.07073E-03    1.10539E-03    9.70893E-04   -1.55084E-04
  6.00589E+00    8.29602E-01    1.16918E+00    2.08133E-03    1.11490E-03    9.64309E-04   -1.20481E-04
  6.00589E+00    8.40566E-01    1.16906E+00    2.09200E-03    1.12555E-03    9.62008E-04   -8.69069E-05
  6.00589E+00    8.51538E-01    1.16889E+00    2.10053E-03    1.13761E-03    9.64252E-04   -5.46804E-05
  6.00589E+00    8.62517E-01    1.16869E+00    2.10745E-03    1.15104E-03    9.67845E-04   -2.40821E-05
  6.00589E+00    8.73501E-01    1.16843E+00    2.11082E-03    1.16663E-03    9.71153E-04    6.00396E-06
  6.00589E+00    8.84488E-01    1.16809E+00    2.11052E-03    1.18363E-03    9.74611E-04    3.59286E-05
  6.00589E+00    8.95477E-01    1.16763E+00    2.10521E-03    1.20148E-03    9.80085E-04    6.62709E-05
 
       X              Y1-Y           U              u'u'           v'v'           w'w'          u'v'
  7.00414E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
  7.00414E+00    7.41482E-05    1.60655E-03    1.24534E-06    5.95321E-09    1.27242E-06   -6.61737E-10
  7.00414E+00    2.96235E-04    6.44047E-03    1.97036E-05    1.29080E-09    1.97334E-05   -3.43336E-08
  7.00414E+00    6.66499E-04    1.45453E-02    9.80293E-05    3.69322E-08    9.48737E-05   -3.95190E-07
  7.00414E+00    1.18482E-03    2.59903E-02    3.03029E-04    2.83443E-07    2.79136E-04   -2.26249E-06
  7.00414E+00    1.85108E-03    4.08598E-02    7.20889E-04    1.51464E-06    6.22233E-04   -8.71040E-06
  7.00414E+00    2.66540E-03    5.92241E-02    1.45053E-03    5.66147E-06    1.15614E-03   -2.59941E-05
  7.00414E+00    3.62706E-03    8.10902E-02    2.58983E-03    1.66098E-05    1.88493E-03   -6.42851E-05
  7.00414E+00    4.73666E-03    1.06322E-01    4.20789E-03    4.04933E-05    2.78212E-03   -1.37015E-04
  7.00414E+00    5.99349E-03    1.34572E-01    6.30775E-03    8.56061E-05    3.79629E-03   -2.57529E-04
  7.00414E+00    7.39753E-03    1.65233E-01    8.80233E-03    1.61406E-04    4.86310E-03   -4.34488E-04
  7.00414E+00    8.94868E-03    1.97487E-01    1.15282E-02    2.77384E-04    5.92021E-03   -6.67916E-04
  7.00414E+00    1.06466E-02    2.30387E-01    1.42878E-02    4.41503E-04    6.91929E-03   -9.49543E-04
  7.00414E+00    1.24911E-02    2.63005E-01    1.68974E-02    6.59527E-04    7.83125E-03   -1.26542E-03
  7.00414E+00    1.44818E-02    2.94535E-01    1.92222E-02    9.34330E-04    8.64265E-03   -1.60000E-03
  7.00414E+00    1.66185E-02    3.24388E-01    2.11965E-02    1.26636E-03    9.34829E-03   -1.93803E-03
  7.00414E+00    1.89009E-02    3.52204E-01    2.28122E-02    1.65328E-03    9.94627E-03   -2.26792E-03
  7.00414E+00    2.13281E-02    3.77853E-01    2.40989E-02    2.09056E-03    1.04419E-02   -2.58275E-03
  7.00414E+00    2.39009E-02    4.01372E-01    2.51097E-02    2.57151E-03    1.08505E-02   -2.88042E-03
  7.00414E+00    2.66178E-02    4.22919E-01    2.59025E-02    3.08828E-03    1.11951E-02   -3.16132E-03
  7.00414E+00    2.94789E-02    4.42699E-01    2.65296E-02    3.63146E-03    1.15019E-02   -3.42525E-03
  7.00414E+00    3.24838E-02    4.60939E-01    2.70334E-02    4.19023E-03    1.17963E-02   -3.67011E-03
  7.00414E+00    3.56319E-02    4.77847E-01    2.74450E-02    4.75222E-03    1.20896E-02   -3.89416E-03
  7.00414E+00    3.89228E-02    4.93613E-01    2.77734E-02    5.30476E-03    1.23780E-02   -4.10184E-03
  7.00414E+00    4.23558E-02    5.08391E-01    2.80155E-02    5.83589E-03    1.26515E-02   -4.30152E-03
  7.00414E+00    4.59309E-02    5.22308E-01    2.81768E-02    6.33460E-03    1.29141E-02   -4.49972E-03
  7.00414E+00    4.96469E-02    5.35464E-01    2.82816E-02    6.79331E-03    1.31709E-02   -4.69681E-03
  7.00414E+00    5.35038E-02    5.47966E-01    2.83565E-02    7.20910E-03    1.34120E-02   -4.88981E-03
  7.00414E+00    5.75006E-02    5.59859E-01    2.84346E-02    7.57852E-03    1.36334E-02   -5.07342E-03
  7.00414E+00    6.16368E-02    5.71098E-01    2.85305E-02    7.89625E-03    1.38297E-02   -5.24591E-03
  7.00414E+00    6.59120E-02    5.81626E-01    2.86358E-02    8.16381E-03    1.39857E-02   -5.40553E-03
  7.00414E+00    7.03254E-02    5.91539E-01    2.87399E-02    8.39005E-03    1.40937E-02   -5.55268E-03
  7.00414E+00    7.48764E-02    6.01074E-01    2.88586E-02    8.57980E-03    1.41568E-02   -5.69387E-03
  7.00414E+00    7.95641E-02    6.10516E-01    2.90030E-02    8.73624E-03    1.41600E-02   -5.82881E-03
  7.00414E+00    8.43881E-02    6.20100E-01    2.91402E-02    8.86699E-03    1.40915E-02   -5.94498E-03
  7.00414E+00    8.93475E-02    6.29961E-01    2.92448E-02    8.98108E-03    1.39790E-02   -6.03403E-03
  7.00414E+00    9.44415E-02    6.40040E-01    2.93142E-02    9.07735E-03    1.38504E-02   -6.10252E-03
  7.00414E+00    9.96695E-02    6.50246E-01    2.93141E-02    9.14151E-03    1.37067E-02   -6.15208E-03
  7.00414E+00    1.05031E-01    6.60607E-01    2.92361E-02    9.16610E-03    1.35599E-02   -6.18540E-03
  7.00414E+00    1.10524E-01    6.71125E-01    2.91398E-02    9.15565E-03    1.34176E-02   -6.20848E-03
  7.00414E+00    1.16149E-01    6.81814E-01    2.90731E-02    9.11785E-03    1.32668E-02   -6.21824E-03
  7.00414E+00    1.21904E-01    6.92585E-01    2.90150E-02    9.06669E-03    1.30662E-02   -6.20303E-03
  7.00414E+00    1.27790E-01    7.03446E-01    2.89284E-02    9.00313E-03    1.28102E-02   -6.16304E-03
  7.00414E+00    1.33804E-01    7.14472E-01    2.87560E-02    8.90851E-03    1.24367E-02   -6.11155E-03
  7.00414E+00    1.39946E-01    7.25629E-01    2.84085E-02    8.78068E-03    1.20005E-02   -6.05132E-03
  7.00414E+00    1.46215E-01    7.36964E-01    2.78898E-02    8.64079E-03    1.16037E-02   -5.97556E-03
  7.00414E+00    1.52611E-01    7.48498E-01    2.72312E-02    8.50067E-03    1.12850E-02   -5.87836E-03
  7.00414E+00    1.59131E-01    7.60380E-01    2.64384E-02    8.34403E-03    1.09862E-02   -5.74350E-03
  7.00414E+00    1.65776E-01    7.72621E-01    2.55484E-02    8.14155E-03    1.07245E-02   -5.59114E-03
  7.00414E+00    1.72544E-01    7.85022E-01    2.46504E-02    7.87432E-03    1.04579E-02   -5.42941E-03
  7.00414E+00    1.79434E-01    7.97400E-01    2.37182E-02    7.54865E-03    1.01301E-02   -5.25743E-03
  7.00414E+00    1.86445E-01    8.09846E-01    2.26912E-02    7.19649E-03    9.77680E-03   -5.04845E-03
  7.00414E+00    1.93576E-01    8.22271E-01    2.15739E-02    6.84457E-03    9.40154E-03   -4.81297E-03
  7.00414E+00    2.00826E-01    8.34536E-01    2.03491E-02    6.51012E-03    8.94710E-03   -4.55946E-03
  7.00414E+00    2.08194E-01    8.46567E-01    1.90566E-02    6.18881E-03    8.46061E-03   -4.28948E-03
  7.00414E+00    2.15679E-01    8.58264E-01    1.78043E-02    5.87238E-03    7.94762E-03   -4.02339E-03
  7.00414E+00    2.23280E-01    8.69425E-01    1.66292E-02    5.55401E-03    7.45803E-03   -3.77085E-03
  7.00414E+00    2.30995E-01    8.79976E-01    1.55275E-02    5.23866E-03    6.98884E-03   -3.52226E-03
  7.00414E+00    2.38823E-01    8.89888E-01    1.44572E-02    4.94064E-03    6.53540E-03   -3.27967E-03
  7.00414E+00    2.46763E-01    8.99174E-01    1.34157E-02    4.65289E-03    6.18827E-03   -3.04256E-03
  7.00414E+00    2.54815E-01    9.07774E-01    1.24650E-02    4.35880E-03    5.90746E-03   -2.81285E-03
  7.00414E+00    2.62976E-01    9.15683E-01    1.16135E-02    4.05963E-03    5.63989E-03   -2.58380E-03
  7.00414E+00    2.71246E-01    9.22800E-01    1.08748E-02    3.76668E-03    5.32386E-03   -2.37588E-03
  7.00414E+00    2.79623E-01    9.29083E-01    1.02120E-02    3.50610E-03    4.97967E-03   -2.22793E-03
  7.00414E+00    2.88106E-01    9.34752E-01    9.57935E-03    3.28071E-03    4.65478E-03   -2.11776E-03
  7.00414E+00    2.96694E-01    9.40018E-01    8.95583E-03    3.09062E-03    4.36145E-03   -2.00421E-03
  7.00414E+00    3.05385E-01    9.45071E-01    8.34355E-03    2.92825E-03    4.09886E-03   -1.88090E-03
  7.00414E+00    3.14179E-01    9.49862E-01    7.80336E-03    2.78053E-03    3.89576E-03   -1.77653E-03
  7.00414E+00    3.23073E-01    9.54512E-01    7.33049E-03    2.64409E-03    3.73825E-03   -1.69738E-03
  7.00414E+00    3.32067E-01    9.59098E-01    6.92547E-03    2.51751E-03    3.59744E-03   -1.63811E-03
  7.00414E+00    3.41159E-01    9.63504E-01    6.61787E-03    2.40185E-03    3.43508E-03   -1.57948E-03
  7.00414E+00    3.50347E-01    9.67649E-01    6.33861E-03    2.29754E-03    3.27701E-03   -1.51046E-03
  7.00414E+00    3.59631E-01    9.71595E-01    6.08877E-03    2.20174E-03    3.13943E-03   -1.43962E-03
  7.00414E+00    3.69009E-01    9.75371E-01    5.87876E-03    2.11161E-03    3.02235E-03   -1.38008E-03
  7.00414E+00    3.78480E-01    9.79000E-01    5.71185E-03    2.03297E-03    2.91933E-03   -1.33849E-03
  7.00414E+00    3.88041E-01    9.82508E-01    5.58969E-03    1.96845E-03    2.81668E-03   -1.30998E-03
  7.00414E+00    3.97693E-01    9.85935E-01    5.49829E-03    1.91372E-03    2.71906E-03   -1.28595E-03
  7.00414E+00    4.07433E-01    9.89258E-01    5.40968E-03    1.86044E-03    2.64368E-03   -1.26574E-03
  7.00414E+00    4.17259E-01    9.92488E-01    5.31850E-03    1.80893E-03    2.59361E-03   -1.24784E-03
  7.00414E+00    4.27171E-01    9.95634E-01    5.23536E-03    1.76167E-03    2.55743E-03   -1.23460E-03
  7.00414E+00    4.37166E-01    9.98731E-01    5.16633E-03    1.72083E-03    2.52095E-03   -1.22684E-03
  7.00414E+00    4.47244E-01    1.00181E+00    5.10046E-03    1.68326E-03    2.47604E-03   -1.21759E-03
  7.00414E+00    4.57402E-01    1.00491E+00    5.03423E-03    1.64822E-03    2.41730E-03   -1.20592E-03
  7.00414E+00    4.67640E-01    1.00797E+00    4.97306E-03    1.61489E-03    2.34266E-03   -1.19500E-03
  7.00414E+00    4.77956E-01    1.01097E+00    4.91909E-03    1.58584E-03    2.25551E-03   -1.18537E-03
  7.00414E+00    4.88348E-01    1.01395E+00    4.86991E-03    1.56271E-03    2.16388E-03   -1.17564E-03
  7.00414E+00    4.98814E-01    1.01695E+00    4.82519E-03    1.54317E-03    2.07397E-03   -1.16538E-03
  7.00414E+00    5.09353E-01    1.01997E+00    4.77724E-03    1.52496E-03    1.99215E-03   -1.15405E-03
  7.00414E+00    5.19964E-01    1.02299E+00    4.72572E-03    1.50659E-03    1.91813E-03   -1.14003E-03
  7.00414E+00    5.30644E-01    1.02599E+00    4.66908E-03    1.48613E-03    1.85101E-03   -1.12249E-03
  7.00414E+00    5.41393E-01    1.02896E+00    4.60306E-03    1.46274E-03    1.79366E-03   -1.10135E-03
  7.00414E+00    5.52209E-01    1.03189E+00    4.52834E-03    1.43726E-03    1.74984E-03   -1.07759E-03
  7.00414E+00    5.63089E-01    1.03480E+00    4.44456E-03    1.41170E-03    1.71701E-03   -1.05309E-03
  7.00414E+00    5.74033E-01    1.03773E+00    4.34688E-03    1.38755E-03    1.69001E-03   -1.02893E-03
  7.00414E+00    5.85038E-01    1.04068E+00    4.23587E-03    1.36469E-03    1.66043E-03   -1.00412E-03
  7.00414E+00    5.96103E-01    1.04364E+00    4.11287E-03    1.34206E-03    1.62491E-03   -9.77809E-04
  7.00414E+00    6.07227E-01    1.04659E+00    3.98029E-03    1.31851E-03    1.58928E-03   -9.49287E-04
  7.00414E+00    6.18408E-01    1.04947E+00    3.84695E-03    1.29373E-03    1.55369E-03   -9.18535E-04
  7.00414E+00    6.29643E-01    1.05224E+00    3.72335E-03    1.26753E-03    1.51432E-03   -8.88060E-04
  7.00414E+00    6.40932E-01    1.05484E+00    3.61047E-03    1.24168E-03    1.47184E-03   -8.59012E-04
  7.00414E+00    6.52272E-01    1.05730E+00    3.51153E-03    1.21752E-03    1.43173E-03   -8.29339E-04
  7.00414E+00    6.63663E-01    1.05962E+00    3.42466E-03    1.19542E-03    1.39875E-03   -7.98018E-04
  7.00414E+00    6.75101E-01    1.06180E+00    3.34136E-03    1.17421E-03    1.37158E-03   -7.65174E-04
  7.00414E+00    6.86586E-01    1.06387E+00    3.26226E-03    1.15521E-03    1.34675E-03   -7.30180E-04
