%
% The data in this file was extracted from a direct numerical simulation
% of turbulent channel flow over a bump. Particulars are listed
% below.
%
% References:
%
%   M. Marquillie and J.-P. Laval (2007) "Direct Numerical 
%   Simulation of a separated channel flow with a smooth profile",
%   to appear in Journal of Turbulence
%
%   For the following statistics, (u,v,w) are the tangential, normal
%   and spanwise velocity components in a local coordinate system.
%   The statistics normalized with the maximum velocity at the inlet (Uo)
%   are given at 14 streamwise positions. These statistics are interpolated 
%   from the 2D statistics computed in the fixe coordinate system and given 
%   in NetCDF format (statistics_2d.nc)
%
%  X	: Streamwise coordinates
%  Y1-Y	: Coordinates normal to the wall
%  U	: Mean tangential velocity
%  u'u'	: Tangential component of Reynolds stress
%  v'v'	: Normal component of Reynolds stress
%  w'w'	: Spanwise component of Reynolds stress
%  u'v'	: Shear stress
%
%  Re =  7900
%  Uo =  max[U(x=0,y)] = 1.03367
%  Ny =  129
%
% Date File Created: November 5, 2007
%
       X              Y1-Y           U              u'u'           v'v'           w'w'          u'v'
  3.00294E+00    1.89119E-01    1.13375E+00    3.68035E-03    2.84716E-03    3.37976E-03   -1.68548E-03
  3.00294E+00    1.95066E-01    1.13724E+00    3.62047E-03    2.82635E-03    3.31405E-03   -1.66488E-03
  3.00294E+00    2.01091E-01    1.14064E+00    3.57485E-03    2.80282E-03    3.24242E-03   -1.64583E-03
  3.00294E+00    2.07191E-01    1.14395E+00    3.54366E-03    2.77581E-03    3.17231E-03   -1.62846E-03
  3.00294E+00    2.13368E-01    1.14716E+00    3.52524E-03    2.74478E-03    3.10725E-03   -1.61321E-03
  3.00294E+00    2.19618E-01    1.15030E+00    3.51497E-03    2.71039E-03    3.04642E-03   -1.59956E-03
  3.00294E+00    2.25942E-01    1.15340E+00    3.50569E-03    2.67410E-03    2.98578E-03   -1.58575E-03
  3.00294E+00    2.32338E-01    1.15652E+00    3.49150E-03    2.63754E-03    2.92281E-03   -1.57067E-03
  3.00294E+00    2.38806E-01    1.15965E+00    3.47125E-03    2.60199E-03    2.86235E-03   -1.55430E-03
  3.00294E+00    2.45344E-01    1.16280E+00    3.44521E-03    2.56780E-03    2.80666E-03   -1.53664E-03
  3.00294E+00    2.51952E-01    1.16593E+00    3.41432E-03    2.53437E-03    2.75219E-03   -1.51696E-03
  3.00294E+00    2.58629E-01    1.16905E+00    3.37868E-03    2.50082E-03    2.69593E-03   -1.49376E-03
  3.00294E+00    2.65373E-01    1.17216E+00    3.33626E-03    2.46638E-03    2.63498E-03   -1.46612E-03
  3.00294E+00    2.72184E-01    1.17524E+00    3.28845E-03    2.43090E-03    2.56438E-03   -1.43606E-03
  3.00294E+00    2.79060E-01    1.17827E+00    3.23957E-03    2.39550E-03    2.48266E-03   -1.40737E-03
  3.00294E+00    2.86001E-01    1.18121E+00    3.19573E-03    2.36148E-03    2.39672E-03   -1.38221E-03
  3.00294E+00    2.93005E-01    1.18409E+00    3.15919E-03    2.32852E-03    2.31540E-03   -1.36076E-03
  3.00294E+00    3.00072E-01    1.18690E+00    3.12588E-03    2.29528E-03    2.24509E-03   -1.34173E-03
  3.00294E+00    3.07200E-01    1.18967E+00    3.08927E-03    2.26080E-03    2.18842E-03   -1.32263E-03
  3.00294E+00    3.14388E-01    1.19243E+00    3.04420E-03    2.22498E-03    2.14404E-03   -1.30033E-03
  3.00294E+00    3.21635E-01    1.19518E+00    2.99053E-03    2.18845E-03    2.10650E-03   -1.27227E-03
  3.00294E+00    3.28941E-01    1.19796E+00    2.93046E-03    2.15194E-03    2.07037E-03   -1.23873E-03
  3.00294E+00    3.36303E-01    1.20075E+00    2.86748E-03    2.11593E-03    2.03440E-03   -1.20224E-03
  3.00294E+00    3.43722E-01    1.20356E+00    2.80708E-03    2.08033E-03    1.99782E-03   -1.16565E-03
  3.00294E+00    3.51195E-01    1.20638E+00    2.75400E-03    2.04482E-03    1.96105E-03   -1.13188E-03
  3.00294E+00    3.58722E-01    1.20917E+00    2.71017E-03    2.00908E-03    1.92666E-03   -1.10281E-03
  3.00294E+00    3.66301E-01    1.21190E+00    2.67532E-03    1.97294E-03    1.89318E-03   -1.07815E-03
  3.00294E+00    3.73932E-01    1.21458E+00    2.64633E-03    1.93685E-03    1.85522E-03   -1.05689E-03
  3.00294E+00    3.81613E-01    1.21721E+00    2.61976E-03    1.90204E-03    1.81069E-03   -1.03825E-03
  3.00294E+00    3.89343E-01    1.21983E+00    2.59492E-03    1.86967E-03    1.76277E-03   -1.02070E-03
  3.00294E+00    3.97121E-01    1.22246E+00    2.57149E-03    1.83975E-03    1.71406E-03   -1.00240E-03
  3.00294E+00    4.04945E-01    1.22510E+00    2.54930E-03    1.81127E-03    1.66444E-03   -9.81954E-04
  3.00294E+00    4.12816E-01    1.22774E+00    2.52751E-03    1.78313E-03    1.61464E-03   -9.58778E-04
  3.00294E+00    4.20730E-01    1.23039E+00    2.50520E-03    1.75488E-03    1.56720E-03   -9.33728E-04
  3.00294E+00    4.28688E-01    1.23305E+00    2.48227E-03    1.72688E-03    1.52461E-03   -9.08180E-04
  3.00294E+00    4.36687E-01    1.23572E+00    2.45691E-03    1.69891E-03    1.48926E-03   -8.82796E-04
  3.00294E+00    4.44728E-01    1.23841E+00    2.42586E-03    1.67028E-03    1.46441E-03   -8.57047E-04
  3.00294E+00    4.52808E-01    1.24110E+00    2.38573E-03    1.64137E-03    1.45206E-03   -8.29433E-04
  3.00294E+00    4.60926E-01    1.24380E+00    2.33737E-03    1.61312E-03    1.44865E-03   -7.99018E-04
  3.00294E+00    4.69082E-01    1.24650E+00    2.28619E-03    1.58593E-03    1.44614E-03   -7.66458E-04
  3.00294E+00    4.77273E-01    1.24919E+00    2.23596E-03    1.55967E-03    1.43854E-03   -7.32897E-04
  3.00294E+00    4.85499E-01    1.25185E+00    2.18774E-03    1.53421E-03    1.42531E-03   -6.98605E-04
  3.00294E+00    4.93758E-01    1.25450E+00    2.14171E-03    1.50930E-03    1.40783E-03   -6.63353E-04
  3.00294E+00    5.02050E-01    1.25714E+00    2.09825E-03    1.48434E-03    1.38635E-03   -6.27700E-04
  3.00294E+00    5.10373E-01    1.25977E+00    2.05798E-03    1.45854E-03    1.36080E-03   -5.92953E-04
  3.00294E+00    5.18725E-01    1.26238E+00    2.02209E-03    1.43130E-03    1.33153E-03   -5.60114E-04
  3.00294E+00    5.27105E-01    1.26496E+00    1.99249E-03    1.40261E-03    1.29965E-03   -5.28909E-04
  3.00294E+00    5.35513E-01    1.26751E+00    1.96876E-03    1.37332E-03    1.26863E-03   -4.98465E-04
  3.00294E+00    5.43947E-01    1.27003E+00    1.94788E-03    1.34435E-03    1.24196E-03   -4.68433E-04
  3.00294E+00    5.52405E-01    1.27252E+00    1.92713E-03    1.31622E-03    1.21954E-03   -4.39482E-04
  3.00294E+00    5.60886E-01    1.27497E+00    1.90449E-03    1.28961E-03    1.19963E-03   -4.12433E-04
  3.00294E+00    5.69390E-01    1.27738E+00    1.87927E-03    1.26553E-03    1.18128E-03   -3.87148E-04
  3.00294E+00    5.77914E-01    1.27976E+00    1.85204E-03    1.24479E-03    1.16364E-03   -3.62629E-04
  3.00294E+00    5.86458E-01    1.28210E+00    1.82363E-03    1.22790E-03    1.14623E-03   -3.38070E-04
  3.00294E+00    5.95021E-01    1.28440E+00    1.79570E-03    1.21495E-03    1.12957E-03   -3.13078E-04
  3.00294E+00    6.03600E-01    1.28665E+00    1.76989E-03    1.20574E-03    1.11422E-03   -2.87384E-04
  3.00294E+00    6.12194E-01    1.28884E+00    1.74775E-03    1.20011E-03    1.09942E-03   -2.60634E-04
  3.00294E+00    6.20803E-01    1.29096E+00    1.73053E-03    1.19789E-03    1.08251E-03   -2.32609E-04
  3.00294E+00    6.29426E-01    1.29303E+00    1.71678E-03    1.19864E-03    1.06108E-03   -2.03389E-04
  3.00294E+00    6.38059E-01    1.29505E+00    1.70224E-03    1.20153E-03    1.03614E-03   -1.73661E-04
  3.00294E+00    6.46703E-01    1.29699E+00    1.68666E-03    1.20561E-03    1.01172E-03   -1.43953E-04
  3.00294E+00    6.55357E-01    1.29884E+00    1.67457E-03    1.21029E-03    9.91922E-04   -1.13846E-04
  3.00294E+00    6.64018E-01    1.30057E+00    1.66727E-03    1.21532E-03    9.77145E-04   -8.30522E-05
  3.00294E+00    6.72686E-01    1.30220E+00    1.66190E-03    1.22065E-03    9.64946E-04   -5.22167E-05
  3.00294E+00    6.81359E-01    1.30374E+00    1.65701E-03    1.22627E-03    9.54190E-04   -2.23102E-05
  3.00294E+00    6.90036E-01    1.30521E+00    1.65280E-03    1.23203E-03    9.46087E-04    6.13551E-06
  3.00294E+00    6.98715E-01    1.30662E+00    1.64846E-03    1.23783E-03    9.41959E-04    3.32221E-05
  3.00294E+00    7.07396E-01    1.30799E+00    1.64395E-03    1.24402E-03    9.42418E-04    5.92477E-05
 
       X              Y1-Y           U              u'u'           v'v'           w'w'          u'v'
  3.67390E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
  3.67390E+00    5.01871E-05    2.27912E-03    2.64111E-07    4.68373E-14    4.14959E-08   -2.19033E-11
  3.67390E+00    2.00748E-04    9.10811E-03    4.22520E-06    6.00913E-12    6.55247E-07   -1.42046E-09
  3.67390E+00    4.51684E-04    2.04630E-02    2.13861E-05    1.49836E-10    3.24589E-06   -1.62801E-08
  3.67390E+00    8.02994E-04    3.63033E-02    6.75769E-05    1.44051E-09    9.95572E-06   -9.22954E-08
  3.67390E+00    1.25456E-03    5.65720E-02    1.64943E-04    8.17757E-09    2.34042E-05   -3.56044E-07
  3.67390E+00    1.80638E-03    8.11938E-02    3.41889E-04    3.31510E-08    4.63872E-05   -1.07719E-06
  3.67390E+00    2.45821E-03    1.10073E-01    6.32841E-04    1.06229E-07    8.15794E-05   -2.75501E-06
  3.67390E+00    3.21019E-03    1.43087E-01    1.07755E-03    2.85971E-07    1.31275E-04   -6.22487E-06
  3.67390E+00    4.06194E-03    1.80082E-01    1.71947E-03    6.72824E-07    1.97190E-04   -1.27724E-05
  3.67390E+00    5.01359E-03    2.20859E-01    2.60244E-03    1.42173E-06    2.80347E-04   -2.42294E-05
  3.67390E+00    6.06489E-03    2.65159E-01    3.76511E-03    2.75180E-06    3.81039E-04   -4.30081E-05
  3.67390E+00    7.21562E-03    3.12651E-01    5.23242E-03    4.95128E-06    4.98893E-04   -7.20196E-05
  3.67390E+00    8.46565E-03    3.62909E-01    7.00492E-03    8.37690E-06    6.33004E-04   -1.14428E-04
  3.67390E+00    9.81486E-03    4.15405E-01    9.04793E-03    1.34481E-05    7.82145E-04   -1.73223E-04
  3.67390E+00    1.12629E-02    4.69499E-01    1.12844E-02    2.06373E-05    9.44970E-04   -2.50649E-04
  3.67390E+00    1.28098E-02    5.24454E-01    1.35962E-02    3.04584E-05    1.12015E-03   -3.47590E-04
  3.67390E+00    1.44548E-02    5.79455E-01    1.58357E-02    4.34557E-05    1.30633E-03   -4.63058E-04
  3.67390E+00    1.61985E-02    6.33653E-01    1.78476E-02    6.01944E-05    1.50196E-03   -5.93986E-04
  3.67390E+00    1.80398E-02    6.86216E-01    1.94933E-02    8.12524E-05    1.70505E-03   -7.35431E-04
  3.67390E+00    1.99790E-02    7.36382E-01    2.06727E-02    1.07216E-04    1.91300E-03   -8.81160E-04
  3.67390E+00    2.20156E-02    7.83508E-01    2.13368E-02    1.38671E-04    2.12282E-03   -1.02442E-03
  3.67390E+00    2.41491E-02    8.27111E-01    2.14900E-02    1.76189E-04    2.33129E-03   -1.15877E-03
  3.67390E+00    2.63795E-02    8.66889E-01    2.11816E-02    2.20283E-04    2.53507E-03   -1.27882E-03
  3.67390E+00    2.87062E-02    9.02721E-01    2.04922E-02    2.71370E-04    2.73064E-03   -1.38077E-03
  3.67390E+00    3.11291E-02    9.34648E-01    1.95185E-02    3.29729E-04    2.91431E-03   -1.46261E-03
  3.67390E+00    3.36475E-02    9.62843E-01    1.83601E-02    3.95467E-04    3.08273E-03   -1.52404E-03
  3.67390E+00    3.62614E-02    9.87570E-01    1.71081E-02    4.68480E-04    3.23354E-03   -1.56637E-03
  3.67390E+00    3.89702E-02    1.00915E+00    1.58358E-02    5.48436E-04    3.36576E-03   -1.59232E-03
  3.67390E+00    4.17736E-02    1.02792E+00    1.45948E-02    6.34837E-04    3.47940E-03   -1.60544E-03
  3.67390E+00    4.46712E-02    1.04423E+00    1.34183E-02    7.27111E-04    3.57494E-03   -1.60928E-03
  3.67390E+00    4.76621E-02    1.05842E+00    1.23266E-02    8.24653E-04    3.65337E-03   -1.60669E-03
  3.67390E+00    5.07467E-02    1.07079E+00    1.13303E-02    9.26782E-04    3.71649E-03   -1.59987E-03
  3.67390E+00    5.39236E-02    1.08162E+00    1.04307E-02    1.03266E-03    3.76696E-03   -1.59087E-03
  3.67390E+00    5.71930E-02    1.09114E+00    9.62091E-03    1.14131E-03    3.80760E-03   -1.58170E-03
  3.67390E+00    6.05541E-02    1.09959E+00    8.89149E-03    1.25162E-03    3.84064E-03   -1.57402E-03
  3.67390E+00    6.40066E-02    1.10713E+00    8.23597E-03    1.36241E-03    3.86732E-03   -1.56876E-03
  3.67390E+00    6.75497E-02    1.11393E+00    7.65365E-03    1.47254E-03    3.88786E-03   -1.56600E-03
  3.67390E+00    7.11832E-02    1.12009E+00    7.14488E-03    1.58094E-03    3.90182E-03   -1.56545E-03
  3.67390E+00    7.49061E-02    1.12570E+00    6.70485E-03    1.68669E-03    3.90881E-03   -1.56699E-03
  3.67390E+00    7.87184E-02    1.13085E+00    6.32600E-03    1.78903E-03    3.90866E-03   -1.57060E-03
  3.67390E+00    8.26192E-02    1.13561E+00    6.00205E-03    1.88725E-03    3.90135E-03   -1.57648E-03
  3.67390E+00    8.66079E-02    1.14003E+00    5.72762E-03    1.98059E-03    3.88717E-03   -1.58510E-03
  3.67390E+00    9.06839E-02    1.14418E+00    5.49665E-03    2.06848E-03    3.86712E-03   -1.59646E-03
  3.67390E+00    9.48467E-02    1.14808E+00    5.29948E-03    2.15051E-03    3.84238E-03   -1.60997E-03
  3.67390E+00    9.90956E-02    1.15179E+00    5.12429E-03    2.22641E-03    3.81315E-03   -1.62484E-03
  3.67390E+00    1.03430E-01    1.15535E+00    4.96449E-03    2.29611E-03    3.77881E-03   -1.64024E-03
  3.67390E+00    1.07849E-01    1.15879E+00    4.82186E-03    2.35968E-03    3.73890E-03   -1.65559E-03
  3.67390E+00    1.12353E-01    1.16214E+00    4.70009E-03    2.41723E-03    3.69381E-03   -1.67065E-03
  3.67390E+00    1.16939E-01    1.16540E+00    4.59701E-03    2.46905E-03    3.64530E-03   -1.68508E-03
  3.67390E+00    1.21609E-01    1.16860E+00    4.50536E-03    2.51552E-03    3.59590E-03   -1.69790E-03
  3.67390E+00    1.26361E-01    1.17176E+00    4.41925E-03    2.55681E-03    3.54834E-03   -1.70791E-03
  3.67390E+00    1.31194E-01    1.17492E+00    4.33754E-03    2.59267E-03    3.50644E-03   -1.71479E-03
  3.67390E+00    1.36107E-01    1.17809E+00    4.26105E-03    2.62267E-03    3.47362E-03   -1.71956E-03
  3.67390E+00    1.41101E-01    1.18125E+00    4.18929E-03    2.64680E-03    3.44976E-03   -1.72351E-03
  3.67390E+00    1.46174E-01    1.18440E+00    4.12040E-03    2.66554E-03    3.43286E-03   -1.72737E-03
  3.67390E+00    1.51325E-01    1.18753E+00    4.05289E-03    2.67965E-03    3.42091E-03   -1.73130E-03
  3.67390E+00    1.56554E-01    1.19065E+00    3.98761E-03    2.68987E-03    3.41128E-03   -1.73466E-03
  3.67390E+00    1.61859E-01    1.19376E+00    3.92719E-03    2.69684E-03    3.40171E-03   -1.73597E-03
  3.67390E+00    1.67241E-01    1.19691E+00    3.87298E-03    2.70067E-03    3.38994E-03   -1.73376E-03
  3.67390E+00    1.72698E-01    1.20011E+00    3.82300E-03    2.70101E-03    3.37168E-03   -1.72724E-03
  3.67390E+00    1.78229E-01    1.20338E+00    3.77376E-03    2.69784E-03    3.34184E-03   -1.71678E-03
  3.67390E+00    1.83833E-01    1.20671E+00    3.72240E-03    2.69172E-03    3.29771E-03   -1.70361E-03
  3.67390E+00    1.89511E-01    1.21008E+00    3.66842E-03    2.68329E-03    3.23935E-03   -1.68862E-03
  3.67390E+00    1.95260E-01    1.21346E+00    3.61543E-03    2.67259E-03    3.16901E-03   -1.67187E-03
  3.67390E+00    2.01081E-01    1.21683E+00    3.56892E-03    2.65932E-03    3.09082E-03   -1.65399E-03
  3.67390E+00    2.06971E-01    1.22014E+00    3.52823E-03    2.64352E-03    3.00983E-03   -1.63598E-03
  3.67390E+00    2.12931E-01    1.22337E+00    3.49001E-03    2.62569E-03    2.93158E-03   -1.61815E-03
  3.67390E+00    2.18959E-01    1.22652E+00    3.45390E-03    2.60630E-03    2.86113E-03   -1.60046E-03
  3.67390E+00    2.25054E-01    1.22958E+00    3.42149E-03    2.58532E-03    2.80053E-03   -1.58313E-03
  3.67390E+00    2.31216E-01    1.23254E+00    3.39577E-03    2.56241E-03    2.74852E-03   -1.56625E-03
  3.67390E+00    2.37444E-01    1.23542E+00    3.37749E-03    2.53715E-03    2.70192E-03   -1.54928E-03
  3.67390E+00    2.43736E-01    1.23823E+00    3.36205E-03    2.50935E-03    2.65690E-03   -1.53221E-03
  3.67390E+00    2.50091E-01    1.24101E+00    3.34291E-03    2.47957E-03    2.61024E-03   -1.51572E-03
  3.67390E+00    2.56510E-01    1.24376E+00    3.31782E-03    2.44875E-03    2.56006E-03   -1.50004E-03
  3.67390E+00    2.62990E-01    1.24651E+00    3.28853E-03    2.41708E-03    2.50700E-03   -1.48528E-03
  3.67390E+00    2.69531E-01    1.24925E+00    3.25515E-03    2.38465E-03    2.45268E-03   -1.47178E-03
  3.67390E+00    2.76132E-01    1.25197E+00    3.21551E-03    2.35241E-03    2.39877E-03   -1.45884E-03
  3.67390E+00    2.82792E-01    1.25471E+00    3.16727E-03    2.32153E-03    2.34614E-03   -1.44455E-03
  3.67390E+00    2.89510E-01    1.25748E+00    3.11143E-03    2.29287E-03    2.29411E-03   -1.42721E-03
  3.67390E+00    2.96284E-01    1.26029E+00    3.05060E-03    2.26680E-03    2.24190E-03   -1.40589E-03
  3.67390E+00    3.03114E-01    1.26314E+00    2.98808E-03    2.24273E-03    2.19101E-03   -1.38039E-03
  3.67390E+00    3.09999E-01    1.26603E+00    2.92640E-03    2.21923E-03    2.14351E-03   -1.35146E-03
  3.67390E+00    3.16937E-01    1.26893E+00    2.86554E-03    2.19462E-03    2.10047E-03   -1.32093E-03
  3.67390E+00    3.23929E-01    1.27184E+00    2.80445E-03    2.16780E-03    2.06277E-03   -1.29037E-03
  3.67390E+00    3.30971E-01    1.27476E+00    2.74454E-03    2.13855E-03    2.02984E-03   -1.26029E-03
  3.67390E+00    3.38065E-01    1.27769E+00    2.68854E-03    2.10757E-03    1.99954E-03   -1.23057E-03
  3.67390E+00    3.45208E-01    1.28064E+00    2.63945E-03    2.07607E-03    1.96928E-03   -1.20163E-03
  3.67390E+00    3.52399E-01    1.28362E+00    2.60032E-03    2.04515E-03    1.93635E-03   -1.17439E-03
  3.67390E+00    3.59638E-01    1.28660E+00    2.57065E-03    2.01545E-03    1.89955E-03   -1.14919E-03
  3.67390E+00    3.66922E-01    1.28956E+00    2.54565E-03    1.98768E-03    1.85843E-03   -1.12499E-03
  3.67390E+00    3.74252E-01    1.29251E+00    2.52122E-03    1.96203E-03    1.81461E-03   -1.10017E-03
  3.67390E+00    3.81626E-01    1.29543E+00    2.49682E-03    1.93779E-03    1.76959E-03   -1.07484E-03
  3.67390E+00    3.89043E-01    1.29834E+00    2.47358E-03    1.91402E-03    1.72368E-03   -1.05045E-03
  3.67390E+00    3.96502E-01    1.30123E+00    2.45193E-03    1.88996E-03    1.67786E-03   -1.02806E-03
  3.67390E+00    4.04002E-01    1.30408E+00    2.42953E-03    1.86536E-03    1.63306E-03   -1.00809E-03
  3.67390E+00    4.11541E-01    1.30691E+00    2.40415E-03    1.84037E-03    1.59216E-03   -9.89521E-04
  3.67390E+00    4.19118E-01    1.30972E+00    2.37619E-03    1.81475E-03    1.55719E-03   -9.70146E-04
  3.67390E+00    4.26733E-01    1.31251E+00    2.34705E-03    1.78783E-03    1.52726E-03   -9.48240E-04
  3.67390E+00    4.34384E-01    1.31528E+00    2.31718E-03    1.75927E-03    1.50315E-03   -9.23833E-04
  3.67390E+00    4.42070E-01    1.31801E+00    2.28441E-03    1.72926E-03    1.48564E-03   -8.98137E-04
  3.67390E+00    4.49789E-01    1.32069E+00    2.24469E-03    1.69848E-03    1.47104E-03   -8.71745E-04
  3.67390E+00    4.57541E-01    1.32336E+00    2.19845E-03    1.66785E-03    1.45429E-03   -8.44495E-04
  3.67390E+00    4.65325E-01    1.32603E+00    2.14854E-03    1.63776E-03    1.43362E-03   -8.15989E-04
  3.67390E+00    4.73139E-01    1.32873E+00    2.09640E-03    1.60847E-03    1.41181E-03   -7.85293E-04
  3.67390E+00    4.80983E-01    1.33145E+00    2.04339E-03    1.57999E-03    1.39242E-03   -7.51940E-04
  3.67390E+00    4.88854E-01    1.33419E+00    1.99185E-03    1.55187E-03    1.37667E-03   -7.16578E-04
  3.67390E+00    4.96752E-01    1.33695E+00    1.94380E-03    1.52343E-03    1.36357E-03   -6.80396E-04
  3.67390E+00    5.04675E-01    1.33972E+00    1.89997E-03    1.49398E-03    1.35102E-03   -6.44351E-04
  3.67390E+00    5.12623E-01    1.34249E+00    1.86159E-03    1.46340E-03    1.33673E-03   -6.09048E-04
  3.67390E+00    5.20594E-01    1.34525E+00    1.82994E-03    1.43222E-03    1.31979E-03   -5.75202E-04
  3.67390E+00    5.28588E-01    1.34799E+00    1.80437E-03    1.40129E-03    1.30033E-03   -5.43215E-04
  3.67390E+00    5.36602E-01    1.35069E+00    1.78237E-03    1.37157E-03    1.27783E-03   -5.12746E-04
  3.67390E+00    5.44635E-01    1.35332E+00    1.76154E-03    1.34384E-03    1.25253E-03   -4.83617E-04
  3.67390E+00    5.52687E-01    1.35588E+00    1.74048E-03    1.31859E-03    1.22577E-03   -4.56030E-04
  3.67390E+00    5.60756E-01    1.35837E+00    1.71906E-03    1.29608E-03    1.19870E-03   -4.29624E-04
  3.67390E+00    5.68841E-01    1.36078E+00    1.69791E-03    1.27644E-03    1.17299E-03   -4.03115E-04
  3.67390E+00    5.76941E-01    1.36314E+00    1.67774E-03    1.25988E-03    1.14973E-03   -3.74996E-04
  3.67390E+00    5.85054E-01    1.36544E+00    1.65914E-03    1.24673E-03    1.12781E-03   -3.44768E-04
  3.67390E+00    5.93180E-01    1.36769E+00    1.64136E-03    1.23703E-03    1.10566E-03   -3.13202E-04
  3.67390E+00    6.01316E-01    1.36988E+00    1.62311E-03    1.23034E-03    1.08385E-03   -2.81388E-04
  3.67390E+00    6.09463E-01    1.37198E+00    1.60567E-03    1.22601E-03    1.06408E-03   -2.49632E-04
  3.67390E+00    6.17618E-01    1.37402E+00    1.59014E-03    1.22341E-03    1.04688E-03   -2.18170E-04
  3.67390E+00    6.25781E-01    1.37598E+00    1.57580E-03    1.22210E-03    1.03136E-03   -1.87469E-04
  3.67390E+00    6.33949E-01    1.37788E+00    1.56316E-03    1.22185E-03    1.01726E-03   -1.57722E-04
  3.67390E+00    6.42123E-01    1.37971E+00    1.55424E-03    1.22266E-03    1.00656E-03   -1.28908E-04
  3.67390E+00    6.50300E-01    1.38147E+00    1.54927E-03    1.22472E-03    1.00121E-03   -1.00934E-04
  3.67390E+00    6.58480E-01    1.38318E+00    1.54646E-03    1.22816E-03    1.00063E-03   -7.35158E-05
  3.67390E+00    6.66661E-01    1.38483E+00    1.54395E-03    1.23289E-03    1.00309E-03   -4.63243E-05
 
       X              Y1-Y           U              u'u'           v'v'           w'w'          u'v'
  4.00120E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
  4.00120E+00    5.06639E-05    1.87779E-03    2.71402E-07    4.66448E-14    3.58916E-08   -1.62788E-11
  4.00120E+00    2.03013E-04    7.51096E-03    4.34153E-06    5.34055E-12    5.66327E-07   -1.05189E-09
  4.00120E+00    4.56691E-04    1.68999E-02    2.19723E-05    1.33147E-10    2.80196E-06   -1.20866E-08
  4.00120E+00    8.11815E-04    3.00451E-02    6.94174E-05    1.27874E-09    8.57969E-06   -6.87570E-08
  4.00120E+00    1.26827E-03    4.69464E-02    1.69400E-04    7.25306E-09    2.01273E-05   -2.66438E-07
  4.00120E+00    1.82593E-03    6.76018E-02    3.51056E-04    2.93689E-08    3.97950E-05   -8.10535E-07
  4.00120E+00    2.48480E-03    9.20053E-02    6.49731E-04    9.39792E-08    6.97949E-05   -2.08654E-06
  4.00120E+00    3.24500E-03    1.20141E-01    1.10643E-03    2.52558E-07    1.11983E-04   -4.74996E-06
  4.00120E+00    4.10604E-03    1.51979E-01    1.76652E-03    5.92968E-07    1.67707E-04   -9.82918E-06
  4.00120E+00    5.06818E-03    1.87458E-01    2.67706E-03    1.24981E-06    2.37736E-04   -1.88238E-05
  4.00120E+00    6.13081E-03    2.26479E-01    3.88222E-03    2.41178E-06    3.22271E-04   -3.37660E-05
  4.00120E+00    7.29406E-03    2.68881E-01    5.41604E-03    4.32437E-06    4.21040E-04   -5.72015E-05
  4.00120E+00    8.55756E-03    3.14422E-01    7.29290E-03    7.28774E-06    5.33457E-04   -9.20435E-05
  4.00120E+00    9.92131E-03    3.62762E-01    9.49682E-03    1.16505E-05    6.58804E-04   -1.41272E-04
  4.00120E+00    1.13852E-02    4.13448E-01    1.19723E-02    1.78017E-05    7.96421E-04   -2.07486E-04
  4.00120E+00    1.29489E-02    4.65906E-01    1.46205E-02    2.61622E-05    9.45834E-04   -2.92384E-04
  4.00120E+00    1.46120E-02    5.19454E-01    1.73034E-02    3.71778E-05    1.10680E-03   -3.96268E-04
  4.00120E+00    1.63743E-02    5.73326E-01    1.98584E-02    5.13138E-05    1.27919E-03   -5.17707E-04
  4.00120E+00    1.82358E-02    6.26711E-01    2.21208E-02    6.90517E-05    1.46280E-03   -6.53421E-04
  4.00120E+00    2.01960E-02    6.78804E-01    2.39494E-02    9.08858E-05    1.65691E-03   -7.98484E-04
  4.00120E+00    2.22546E-02    7.28855E-01    2.52455E-02    1.17316E-04    1.85994E-03   -9.46918E-04
  4.00120E+00    2.44114E-02    7.76218E-01    2.59625E-02    1.48833E-04    2.06906E-03   -1.09255E-03
  4.00120E+00    2.66660E-02    8.20386E-01    2.61046E-02    1.85902E-04    2.28009E-03   -1.22974E-03
  4.00120E+00    2.90180E-02    8.61012E-01    2.57209E-02    2.28945E-04    2.48765E-03   -1.35385E-03
  4.00120E+00    3.14672E-02    8.97920E-01    2.48943E-02    2.78309E-04    2.68582E-03   -1.46139E-03
  4.00120E+00    3.40132E-02    9.31087E-01    2.37273E-02    3.34232E-04    2.86922E-03   -1.55026E-03
  4.00120E+00    3.66554E-02    9.60619E-01    2.23263E-02    3.96842E-04    3.03405E-03   -1.61977E-03
  4.00120E+00    3.93935E-02    9.86721E-01    2.07890E-02    4.66150E-04    3.17862E-03   -1.67064E-03
  4.00120E+00    4.22275E-02    1.00966E+00    1.91971E-02    5.42035E-04    3.30317E-03   -1.70468E-03
  4.00120E+00    4.51564E-02    1.02975E+00    1.76159E-02    6.24202E-04    3.40950E-03   -1.72430E-03
  4.00120E+00    4.81800E-02    1.04730E+00    1.60970E-02    7.12152E-04    3.50026E-03   -1.73194E-03
  4.00120E+00    5.12978E-02    1.06264E+00    1.46758E-02    8.05169E-04    3.57797E-03   -1.73004E-03
  4.00120E+00    5.45095E-02    1.07607E+00    1.33698E-02    9.02359E-04    3.64430E-03   -1.72126E-03
