%
% The data in this file was extracted from a direct numerical simulation
% of turbulent channel flow over a bump. Particulars are listed
% below.
%
% References:
%
%   M. Marquillie and J.-P. Laval (2007) "Direct Numerical 
%   Simulation of a separated channel flow with a smooth profile",
%   to appear in Journal of Turbulence
%
%   For the following statistics, (u,v,w) are the tangential, normal
%   and spanwise velocity components in a local coordinate system.
%   The statistics normalized with the maximum velocity at the inlet (Uo)
%   are given at 14 streamwise positions. These statistics are interpolated 
%   from the 2D statistics computed in the fixe coordinate system and given 
%   in NetCDF format (statistics_2d.nc)
%
%  X	: Streamwise coordinates
%  Y-Y0	: Coordinates normal to the wall
%  U	: Mean tangential velocity
%  u'u'	: Tangential component of Reynolds stress
%  v'v'	: Normal component of Reynolds stress
%  w'w'	: Spanwise component of Reynolds stress
%  u'v'	: Shear stress
%
%  Re =  7900
%  Uo =  max[U(x=0,y)] = 1.03367
%  Ny = 100 
%
% Date File Created: November 5, 2007
%
       X              Y-Y0           U              u'u'           v'v'           w'w'           u'v'
  3.67390E+00    1.04672E-03    5.01727E-02    1.31606E-04    4.97257E-09    1.84314E-05    4.85137E-08
  3.67390E+00    1.19710E-03    5.74577E-02    1.67122E-04    7.15064E-09    2.32069E-05    6.50316E-08
  3.67390E+00    1.35833E-03    6.53227E-02    2.17150E-04    1.24605E-08    2.96161E-05    9.00715E-08
  3.67390E+00    1.53118E-03    7.37870E-02    2.77868E-04    1.99160E-08    3.72514E-05    1.21261E-07
  3.67390E+00    1.71643E-03    8.28584E-02    3.42941E-04    2.79066E-08    4.54344E-05    1.54736E-07
  3.67390E+00    1.91504E-03    9.26465E-02    4.27668E-04    4.31875E-08    5.55969E-05    1.93879E-07
  3.67390E+00    2.12795E-03    1.03201E-01    5.31802E-04    6.55256E-08    6.77282E-05    2.38823E-07
  3.67390E+00    2.35617E-03    1.14515E-01    6.43427E-04    8.94707E-08    8.07323E-05    2.86968E-07
  3.67390E+00    2.60085E-03    1.26742E-01    7.85931E-04    1.31505E-07    9.64725E-05    3.23060E-07
  3.67390E+00    2.86317E-03    1.39922E-01    9.56196E-04    1.89114E-07    1.14724E-04    3.49746E-07
  3.67390E+00    3.14438E-03    1.54053E-01    1.13873E-03    2.50874E-07    1.34290E-04    3.78511E-07
  3.67390E+00    3.44580E-03    1.69360E-01    1.37680E-03    3.61734E-07    1.58078E-04    3.13646E-07
  3.67390E+00    3.76892E-03    1.85823E-01    1.64476E-03    4.93963E-07    1.84426E-04    2.15625E-07
  3.67390E+00    4.11534E-03    2.03512E-01    1.94259E-03    6.51027E-07    2.13276E-04    6.19216E-08
  3.67390E+00    4.48668E-03    2.22684E-01    2.32350E-03    9.09182E-07    2.47699E-04   -3.88755E-07
  3.67390E+00    4.88478E-03    2.43237E-01    2.73185E-03    1.18594E-06    2.84602E-04   -8.72053E-07
  3.67390E+00    5.31155E-03    2.65455E-01    3.23085E-03    1.60208E-06    3.27276E-04   -1.88300E-06
  3.67390E+00    5.76901E-03    2.89351E-01    3.79400E-03    2.10340E-06    3.74454E-04   -3.19511E-06
  3.67390E+00    6.25944E-03    3.15051E-01    4.43679E-03    2.74360E-06    4.26970E-04   -5.11270E-06
  3.67390E+00    6.78515E-03    3.42745E-01    5.18967E-03    3.59749E-06    4.86442E-04   -8.00096E-06
  3.67390E+00    7.34872E-03    3.72459E-01    6.02049E-03    4.60130E-06    5.51539E-04   -1.15983E-05
  3.67390E+00    7.95287E-03    4.04399E-01    6.99322E-03    5.98363E-06    6.25968E-04   -1.71892E-05
  3.67390E+00    8.60053E-03    4.38614E-01    8.05341E-03    7.57370E-06    7.07200E-04   -2.38484E-05
  3.67390E+00    9.29481E-03    4.75198E-01    9.26107E-03    9.71938E-06    8.00175E-04   -3.37015E-05
  3.67390E+00    1.00391E-02    5.14274E-01    1.05673E-02    1.22314E-05    9.02519E-04   -4.56076E-05
  3.67390E+00    1.08370E-02    5.55803E-01    1.19963E-02    1.54503E-05    1.01886E-03   -6.17128E-05
  3.67390E+00    1.16922E-02    5.99794E-01    1.35045E-02    1.93696E-05    1.14927E-03   -8.18592E-05
  3.67390E+00    1.26091E-02    6.46399E-01    1.50966E-02    2.40702E-05    1.29514E-03   -1.06522E-04
  3.67390E+00    1.35919E-02    6.94905E-01    1.66644E-02    3.00953E-05    1.46286E-03   -1.38330E-04
  3.67390E+00    1.46456E-02    7.46010E-01    1.82497E-02    3.71023E-05    1.64858E-03   -1.75087E-04
  3.67390E+00    1.57751E-02    7.98439E-01    1.96727E-02    4.59614E-05    1.86139E-03   -2.20241E-04
  3.67390E+00    1.69859E-02    8.52107E-01    2.08877E-02    5.67889E-05    2.10037E-03   -2.72354E-04
  3.67390E+00    1.82839E-02    9.07257E-01    2.19033E-02    6.96436E-05    2.36550E-03   -3.30951E-04
  3.67390E+00    1.96754E-02    9.62083E-01    2.24923E-02    8.56442E-05    2.66205E-03   -3.96501E-04
  3.67390E+00    2.11670E-02    1.01581E+00    2.26100E-02    1.05515E-04    2.98713E-03   -4.66237E-04
  3.67390E+00    2.27661E-02    1.06864E+00    2.23206E-02    1.29558E-04    3.33723E-03   -5.38157E-04
  3.67390E+00    2.44803E-02    1.11966E+00    2.15907E-02    1.58773E-04    3.70956E-03   -6.09849E-04
  3.67390E+00    2.63179E-02    1.16759E+00    2.04212E-02    1.94647E-04    4.09720E-03   -6.77077E-04
  3.67390E+00    2.82878E-02    1.21055E+00    1.88941E-02    2.39770E-04    4.48486E-03   -7.32930E-04
  3.67390E+00    3.03996E-02    1.24941E+00    1.71826E-02    2.94935E-04    4.86526E-03   -7.76871E-04
  3.67390E+00    3.26633E-02    1.28368E+00    1.53894E-02    3.62248E-04    5.22694E-03   -8.07175E-04
  3.67390E+00    3.50901E-02    1.31311E+00    1.36181E-02    4.44094E-04    5.55803E-03   -8.23607E-04
  3.67390E+00    3.76917E-02    1.33775E+00    1.19553E-02    5.43019E-04    5.84739E-03   -8.27680E-04
  3.67390E+00    4.04805E-02    1.35789E+00    1.04586E-02    6.61562E-04    6.08585E-03   -8.22551E-04
  3.67390E+00    4.34701E-02    1.37403E+00    9.15499E-03    8.02042E-04    6.26704E-03   -8.12453E-04
  3.67390E+00    4.66750E-02    1.38674E+00    8.04937E-03    9.66280E-04    6.38774E-03   -8.01828E-04
  3.67390E+00    5.01106E-02    1.39662E+00    7.13271E-03    1.15537E-03    6.44824E-03   -7.94646E-04
  3.67390E+00    5.37937E-02    1.40419E+00    6.38656E-03    1.36931E-03    6.45198E-03   -7.94398E-04
  3.67390E+00    5.77418E-02    1.40971E+00    5.80332E-03    1.60728E-03    6.39982E-03   -8.05484E-04
  3.67390E+00    6.19743E-02    1.41376E+00    5.33958E-03    1.86550E-03    6.30193E-03   -8.29246E-04
  3.67390E+00    6.65115E-02    1.41668E+00    4.97091E-03    2.14006E-03    6.16366E-03   -8.65601E-04
  3.67390E+00    7.13753E-02    1.41868E+00    4.68621E-03    2.42622E-03    5.98791E-03   -9.14032E-04
  3.67390E+00    7.65893E-02    1.41987E+00    4.48351E-03    2.71561E-03    5.77729E-03   -9.74550E-04
  3.67390E+00    8.21788E-02    1.42056E+00    4.33067E-03    3.00372E-03    5.54130E-03   -1.04545E-03
  3.67390E+00    8.81708E-02    1.42082E+00    4.22019E-03    3.27728E-03    5.29125E-03   -1.12719E-03
  3.67390E+00    9.45941E-02    1.42080E+00    4.13931E-03    3.53147E-03    5.04237E-03   -1.21716E-03
  3.67390E+00    1.01480E-01    1.42052E+00    4.09656E-03    3.75104E-03    4.81204E-03   -1.31126E-03
  3.67390E+00    1.08862E-01    1.42005E+00    4.08422E-03    3.93586E-03    4.60172E-03   -1.40666E-03
  3.67390E+00    1.16775E-01    1.41945E+00    4.09972E-03    4.08119E-03    4.41576E-03   -1.50298E-03
  3.67390E+00    1.25257E-01    1.41879E+00    4.12952E-03    4.18238E-03    4.26852E-03   -1.60187E-03
  3.67390E+00    1.34351E-01    1.41815E+00    4.14448E-03    4.23878E-03    4.16339E-03   -1.69869E-03
  3.67390E+00    1.44099E-01    1.41766E+00    4.13431E-03    4.25048E-03    4.06984E-03   -1.79057E-03
  3.67390E+00    1.54549E-01    1.41731E+00    4.10204E-03    4.22709E-03    3.93861E-03   -1.87573E-03
  3.67390E+00    1.65752E-01    1.41701E+00    4.05214E-03    4.17878E-03    3.74961E-03   -1.94271E-03
  3.67390E+00    1.77761E-01    1.41673E+00    3.97720E-03    4.10368E-03    3.53083E-03   -1.97808E-03
  3.67390E+00    1.90635E-01    1.41671E+00    3.88811E-03    3.99586E-03    3.36155E-03   -1.98097E-03
  3.67390E+00    2.04436E-01    1.41703E+00    3.79666E-03    3.85265E-03    3.28341E-03   -1.96957E-03
  3.67390E+00    2.19230E-01    1.41770E+00    3.65766E-03    3.68770E-03    3.20313E-03   -1.93904E-03
  3.67390E+00    2.35090E-01    1.41858E+00    3.47760E-03    3.52179E-03    3.03992E-03   -1.88054E-03
  3.67390E+00    2.52091E-01    1.41934E+00    3.32364E-03    3.35193E-03    2.83974E-03   -1.81168E-03
  3.67390E+00    2.70317E-01    1.41986E+00    3.18574E-03    3.16486E-03    2.64287E-03   -1.73556E-03
  3.67390E+00    2.89855E-01    1.42013E+00    3.04515E-03    2.96185E-03    2.43299E-03   -1.64820E-03
  3.67390E+00    3.10799E-01    1.42048E+00    2.88287E-03    2.75779E-03    2.25510E-03   -1.52898E-03
  3.67390E+00    3.33252E-01    1.42059E+00    2.68824E-03    2.55615E-03    2.09422E-03   -1.40274E-03
  3.67390E+00    3.57321E-01    1.42069E+00    2.45348E-03    2.36857E-03    1.92541E-03   -1.25977E-03
  3.67390E+00    3.83123E-01    1.42033E+00    2.22321E-03    2.18706E-03    1.70368E-03   -1.10236E-03
  3.67390E+00    4.10783E-01    1.41906E+00    2.04205E-03    2.03571E-03    1.49445E-03   -9.50734E-04
  3.67390E+00    4.40435E-01    1.41667E+00    1.89206E-03    1.91994E-03    1.37979E-03   -8.15731E-04
  3.67390E+00    4.72221E-01    1.41338E+00    1.82081E-03    1.80738E-03    1.29921E-03   -6.78191E-04
  3.67390E+00    5.06296E-01    1.40919E+00    1.73811E-03    1.68859E-03    1.20152E-03   -5.41355E-04
  3.67390E+00    5.42824E-01    1.40452E+00    1.63475E-03    1.54706E-03    1.09427E-03   -3.86528E-04
  3.67390E+00    5.81983E-01    1.39908E+00    1.56439E-03    1.39723E-03    1.05555E-03   -2.41399E-04
  3.67390E+00    6.23961E-01    1.39246E+00    1.55291E-03    1.28205E-03    1.04284E-03   -9.80607E-05
  3.67390E+00    6.68961E-01    1.38435E+00    1.54485E-03    1.23132E-03    1.00245E-03    5.39278E-05
  3.67390E+00    7.17201E-01    1.37362E+00    1.59338E-03    1.22365E-03    1.05001E-03    2.23814E-04
  3.67390E+00    7.68915E-01    1.35943E+00    1.70995E-03    1.28683E-03    1.18714E-03    4.17364E-04
  3.67390E+00    8.24352E-01    1.34119E+00    1.87977E-03    1.47685E-03    1.34347E-03    6.25016E-04
  3.67390E+00    8.83780E-01    1.32058E+00    2.24659E-03    1.69839E-03    1.47173E-03    8.72175E-04
  3.67390E+00    9.47487E-01    1.29705E+00    2.48421E-03    1.92332E-03    1.74324E-03    1.06046E-03
  3.67390E+00    1.01578E+00    1.26915E+00    2.86139E-03    2.19171E-03    2.09796E-03    1.31834E-03
 
       X              Y-Y0           U              u'u'           v'v'           w'w'           u'v'
  4.00120E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
  4.00120E+00    7.50422E-05    1.15114E-03    6.12619E-07    4.44425E-09    1.32946E-07    2.02231E-10
  4.00120E+00    1.55509E-04    2.39476E-03    2.02992E-06    1.47172E-08    4.38944E-07    7.81977E-10
  4.00120E+00    2.41756E-04    3.74305E-03    4.68417E-06    3.38909E-08    9.98962E-07    2.80927E-09
  4.00120E+00    3.34203E-04    5.20591E-03    8.91483E-06    6.44073E-08    1.88248E-06    6.69206E-09
  4.00120E+00    4.33326E-04    6.77542E-03    1.34541E-05    9.71514E-08    2.83049E-06    1.08429E-08
  4.00120E+00    5.39541E-04    8.50657E-03    2.19642E-05    1.58238E-07    4.53082E-06    2.41616E-08
  4.00120E+00    6.53446E-04    1.03736E-02    3.19893E-05    2.30160E-07    6.52299E-06    4.06071E-08
  4.00120E+00    7.75516E-04    1.23742E-02    4.27328E-05    3.07239E-07    8.65799E-06    5.81798E-08
  4.00120E+00    9.06408E-04    1.45954E-02    5.99191E-05    4.30097E-07    1.18885E-05    9.94615E-08
  4.00120E+00    1.04672E-03    1.70008E-02    8.01767E-05    5.74822E-07    1.56564E-05    1.50886E-07
  4.00120E+00    1.19710E-03    1.95784E-02    1.01885E-04    7.29922E-07    1.96944E-05    2.05874E-07
  4.00120E+00    1.35833E-03    2.24379E-02    1.32198E-04    9.46320E-07    2.50177E-05    3.04665E-07
  4.00120E+00    1.53118E-03    2.55630E-02    1.69345E-04    1.21143E-06    3.13800E-05    4.36886E-07
  4.00120E+00    1.71643E-03    2.89100E-02    2.09135E-04    1.49542E-06    3.81952E-05    5.78250E-07
  4.00120E+00    1.91504E-03    3.26165E-02    2.60531E-04    1.86304E-06    4.65037E-05    7.94262E-07
  4.00120E+00    2.12795E-03    3.67017E-02    3.24326E-04    2.32003E-06    5.64035E-05    1.09021E-06
  4.00120E+00    2.35617E-03    4.10815E-02    3.92727E-04    2.81005E-06    6.70190E-05    1.40694E-06
  4.00120E+00    2.60085E-03    4.59543E-02    4.79452E-04    3.43493E-06    7.95795E-05    1.86635E-06
  4.00120E+00    2.86317E-03    5.13256E-02    5.84093E-04    4.19161E-06    9.40639E-05    2.46352E-06
  4.00120E+00    3.14438E-03    5.70860E-02    6.96327E-04    5.00329E-06    1.09601E-04    3.10287E-06
  4.00120E+00    3.44580E-03    6.35941E-02    8.42356E-04    6.07209E-06    1.27880E-04    4.05035E-06
  4.00120E+00    3.76892E-03    7.06827E-02    1.00812E-03    7.28928E-06    1.48045E-04    5.15948E-06
  4.00120E+00    4.11534E-03    7.83506E-02    1.19103E-03    8.63631E-06    1.69889E-04    6.40308E-06
  4.00120E+00    4.48668E-03    8.70996E-02    1.42942E-03    1.04229E-05    1.95035E-04    8.19926E-06
  4.00120E+00    4.88478E-03    9.64766E-02    1.68496E-03    1.23383E-05    2.21992E-04    1.01213E-05
  4.00120E+00    5.31155E-03    1.07029E-01    1.99928E-03    1.47351E-05    2.51842E-04    1.26264E-05
  4.00120E+00    5.76901E-03    1.18603E-01    2.35832E-03    1.74930E-05    2.84328E-04    1.55535E-05
  4.00120E+00    6.25944E-03    1.31340E-01    2.77051E-03    2.06941E-05    3.19437E-04    1.89735E-05
  4.00120E+00    6.78515E-03    1.45618E-01    3.26508E-03    2.45980E-05    3.57559E-04    2.31899E-05
  4.00120E+00    7.34872E-03    1.61132E-01    3.81314E-03    2.89522E-05    3.98441E-04    2.78666E-05
  4.00120E+00    7.95287E-03    1.78696E-01    4.48105E-03    3.43791E-05    4.42285E-04    3.36169E-05
  4.00120E+00    8.60053E-03    1.97728E-01    5.21476E-03    4.03744E-05    4.89214E-04    3.98970E-05
  4.00120E+00    9.29481E-03    2.19246E-01    6.09858E-03    4.77743E-05    5.39077E-04    4.73193E-05
  4.00120E+00    1.00391E-02    2.42664E-01    7.07640E-03    5.60344E-05    5.92381E-04    5.53863E-05
  4.00120E+00    1.08370E-02    2.68870E-01    8.21942E-03    6.59091E-05    6.49040E-04    6.44181E-05
  4.00120E+00    1.16922E-02    2.97634E-01    9.49859E-03    7.71420E-05    7.09793E-04    7.40569E-05
  4.00120E+00    1.26091E-02    3.29308E-01    1.09379E-02    9.00040E-05    7.74895E-04    8.43292E-05
  4.00120E+00    1.35919E-02    3.64360E-01    1.25526E-02    1.04867E-04    8.45928E-04    9.45814E-05
  4.00120E+00    1.46456E-02    4.02472E-01    1.43132E-02    1.21332E-04    9.23029E-04    1.04962E-04
  4.00120E+00    1.57751E-02    4.44424E-01    1.62322E-02    1.40045E-04    1.00950E-03    1.13925E-04
  4.00120E+00    1.69859E-02    4.89893E-01    1.82504E-02    1.60527E-04    1.10694E-03    1.20885E-04
  4.00120E+00    1.82839E-02    5.39002E-01    2.03582E-02    1.82779E-04    1.21631E-03    1.25552E-04
  4.00120E+00    1.96754E-02    5.91796E-01    2.24304E-02    2.06588E-04    1.34420E-03    1.24492E-04
  4.00120E+00    2.11670E-02    6.47866E-01    2.43611E-02    2.31402E-04    1.49333E-03    1.16271E-04
  4.00120E+00    2.27661E-02    7.07012E-01    2.60910E-02    2.56977E-04    1.66522E-03    1.00117E-04
  4.00120E+00    2.44803E-02    7.68854E-01    2.74991E-02    2.82909E-04    1.86366E-03    7.39585E-05
  4.00120E+00    2.63179E-02    8.32343E-01    2.83705E-02    3.08456E-04    2.09386E-03    3.45842E-05
  4.00120E+00    2.82878E-02    8.96115E-01    2.85509E-02    3.33252E-04    2.35787E-03   -1.93738E-05
  4.00120E+00    3.03996E-02    9.59510E-01    2.80729E-02    3.57798E-04    2.65305E-03   -8.61428E-05
  4.00120E+00    3.26633E-02    1.02128E+00    2.69187E-02    3.82713E-04    2.97739E-03   -1.64306E-04
  4.00120E+00    3.50901E-02    1.08005E+00    2.51413E-02    4.09306E-04    3.32550E-03   -2.50394E-04
  4.00120E+00    3.76917E-02    1.13452E+00    2.28721E-02    4.39754E-04    3.68770E-03   -3.38693E-04
  4.00120E+00    4.04805E-02    1.18359E+00    2.03041E-02    4.77100E-04    4.04973E-03   -4.22059E-04
  4.00120E+00    4.34701E-02    1.22653E+00    1.76524E-02    5.25024E-04    4.39374E-03   -4.93966E-04
  4.00120E+00    4.66750E-02    1.26302E+00    1.51073E-02    5.87490E-04    4.70130E-03   -5.50674E-04
  4.00120E+00    5.01106E-02    1.29315E+00    1.28029E-02    6.68455E-04    4.95711E-03   -5.91815E-04
  4.00120E+00    5.37937E-02    1.31738E+00    1.08104E-02    7.71580E-04    5.15144E-03   -6.19536E-04
  4.00120E+00    5.77418E-02    1.33600E+00    9.17756E-03    9.01044E-04    5.27565E-03   -6.37432E-04
  4.00120E+00    6.19743E-02    1.34993E+00    7.88181E-03    1.05890E-03    5.33182E-03   -6.51781E-04
  4.00120E+00    6.65115E-02    1.36052E+00    6.84978E-03    1.24412E-03    5.33188E-03   -6.68083E-04
  4.00120E+00    7.13753E-02    1.36851E+00    6.04442E-03    1.45579E-03    5.28352E-03   -6.88939E-04
  4.00120E+00    7.65893E-02    1.37410E+00    5.47135E-03    1.69251E-03    5.19077E-03   -7.16180E-04
  4.00120E+00    8.21788E-02    1.37829E+00    5.04349E-03    1.94796E-03    5.06982E-03   -7.50204E-04
  4.00120E+00    8.81708E-02    1.38130E+00    4.73847E-03    2.21509E-03    4.92303E-03   -7.92328E-04
  4.00120E+00    9.45941E-02    1.38353E+00    4.51152E-03    2.48534E-03    4.75210E-03   -8.43543E-04
  4.00120E+00    1.01480E-01    1.38515E+00    4.34192E-03    2.74377E-03    4.56447E-03   -9.07685E-04
  4.00120E+00    1.08862E-01    1.38633E+00    4.22059E-03    2.98064E-03    4.37670E-03   -9.84178E-04
  4.00120E+00    1.16775E-01    1.38715E+00    4.14665E-03    3.18164E-03    4.21166E-03   -1.06841E-03
  4.00120E+00    1.25257E-01    1.38780E+00    4.10127E-03    3.34028E-03    4.08485E-03   -1.15663E-03
  4.00120E+00    1.34351E-01    1.38841E+00    4.06986E-03    3.45714E-03    3.98454E-03   -1.24930E-03
  4.00120E+00    1.44099E-01    1.38904E+00    4.03120E-03    3.53393E-03    3.88712E-03   -1.33959E-03
  4.00120E+00    1.54549E-01    1.38976E+00    3.98206E-03    3.57487E-03    3.77830E-03   -1.42038E-03
  4.00120E+00    1.65752E-01    1.39060E+00    3.93909E-03    3.58420E-03    3.63013E-03   -1.48742E-03
  4.00120E+00    1.77761E-01    1.39155E+00    3.90722E-03    3.56502E-03    3.43567E-03   -1.53970E-03
  4.00120E+00    1.90635E-01    1.39258E+00    3.85544E-03    3.51618E-03    3.24027E-03   -1.58189E-03
  4.00120E+00    2.04436E-01    1.39364E+00    3.77532E-03    3.43842E-03    3.06141E-03   -1.62108E-03
  4.00120E+00    2.19230E-01    1.39482E+00    3.68211E-03    3.33279E-03    2.92151E-03   -1.64471E-03
  4.00120E+00    2.35090E-01    1.39632E+00    3.56664E-03    3.21089E-03    2.82103E-03   -1.63676E-03
  4.00120E+00    2.52091E-01    1.39829E+00    3.42880E-03    3.08937E-03    2.70269E-03   -1.60792E-03
  4.00120E+00    2.70317E-01    1.40026E+00    3.29747E-03    2.95482E-03    2.54290E-03   -1.56990E-03
  4.00120E+00    2.89855E-01    1.40212E+00    3.14699E-03    2.78891E-03    2.35848E-03   -1.49838E-03
  4.00120E+00    3.10799E-01    1.40374E+00    3.00020E-03    2.59868E-03    2.22318E-03   -1.41656E-03
  4.00120E+00    3.33252E-01    1.40523E+00    2.82724E-03    2.39121E-03    2.11956E-03   -1.31891E-03
  4.00120E+00    3.57321E-01    1.40667E+00    2.61991E-03    2.21121E-03    1.93940E-03   -1.20763E-03
  4.00120E+00    3.83123E-01    1.40796E+00    2.41306E-03    2.06115E-03    1.71936E-03   -1.07795E-03
  4.00120E+00    4.10783E-01    1.40869E+00    2.19954E-03    1.93171E-03    1.53938E-03   -9.30765E-04
  4.00120E+00    4.40435E-01    1.40851E+00    2.01129E-03    1.83525E-03    1.35136E-03   -7.81635E-04
  4.00120E+00    4.72221E-01    1.40751E+00    1.84803E-03    1.73795E-03    1.25894E-03   -6.27144E-04
  4.00120E+00    5.06296E-01    1.40527E+00    1.74794E-03    1.63184E-03    1.19185E-03   -4.84844E-04
  4.00120E+00    5.42824E-01    1.40228E+00    1.64542E-03    1.52139E-03    1.09947E-03   -3.59725E-04
  4.00120E+00    5.81983E-01    1.39845E+00    1.52745E-03    1.40117E-03    1.04589E-03   -2.22790E-04
  4.00120E+00    6.23961E-01    1.39319E+00    1.51191E-03    1.30649E-03    1.03176E-03   -8.03421E-05
  4.00120E+00    6.68961E-01    1.38610E+00    1.48477E-03    1.25356E-03    1.02353E-03    9.07924E-05
  4.00120E+00    7.17201E-01    1.37691E+00    1.50537E-03    1.25510E-03    1.05309E-03    2.64612E-04
  4.00120E+00    7.68915E-01    1.36442E+00    1.60587E-03    1.31247E-03    1.16515E-03    4.40251E-04
  4.00120E+00    8.24352E-01    1.34753E+00    1.78355E-03    1.47609E-03    1.32152E-03    6.35362E-04
  4.00120E+00    8.83780E-01    1.32789E+00    2.06894E-03    1.70441E-03    1.43399E-03    8.56787E-04
  4.00120E+00    9.47487E-01    1.30591E+00    2.34538E-03    1.92907E-03    1.69994E-03    1.05839E-03
  4.00120E+00    1.01578E+00    1.27948E+00    2.71480E-03    2.16720E-03    2.01509E-03    1.33175E-03
 
       X              Y-Y0           U              u'u'           v'v'           w'w'           u'v'
  5.00764E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
  5.00764E+00    7.50422E-05   -1.72000E-03    1.34510E-05    8.16126E-07    1.34164E-05   -4.67311E-10
  5.00764E+00    1.55479E-04   -3.54081E-03    4.72582E-05    2.83660E-06    4.71443E-05   -2.27186E-09
  5.00764E+00    2.41727E-04   -5.47556E-03    9.87441E-05    5.93065E-06    9.85013E-05   -1.40500E-08
  5.00764E+00    3.34173E-04   -7.49441E-03    1.93843E-04    1.16772E-05    1.93346E-04   -5.23797E-08
  5.00764E+00    4.33266E-04   -9.65506E-03    2.95621E-04    1.78274E-05    2.94872E-04   -9.33737E-08
  5.00764E+00    5.39511E-04   -1.19095E-02    4.45051E-04    2.69702E-05    4.43803E-04   -2.19141E-07
  5.00764E+00    6.53386E-04   -1.42551E-02    6.50499E-04    3.96335E-05    6.48478E-04   -4.45554E-07
  5.00764E+00    7.75456E-04   -1.67690E-02    8.70698E-04    5.32060E-05    8.67905E-04   -6.87541E-07
  5.00764E+00    9.06318E-04   -1.94037E-02    1.13951E-03    7.00692E-05    1.13549E-03   -1.12299E-06
  5.00764E+00    1.04663E-03   -2.20622E-02    1.50649E-03    9.37267E-05    1.50011E-03   -2.02009E-06
  5.00764E+00    1.19704E-03   -2.49119E-02    1.89985E-03    1.19086E-04    1.89107E-03   -2.97927E-06
  5.00764E+00    1.35827E-03   -2.79652E-02    2.32569E-03    1.46617E-04    2.31438E-03   -4.05108E-06
  5.00764E+00    1.53109E-03   -3.08925E-02    2.90210E-03    1.86832E-04    2.88425E-03   -6.86967E-06
  5.00764E+00    1.71638E-03   -3.40324E-02    3.52038E-03    2.29973E-04    3.49575E-03   -9.88987E-06
  5.00764E+00    1.91501E-03   -3.74001E-02    4.18352E-03    2.76249E-04    4.15191E-03   -1.31254E-05
  5.00764E+00    2.12792E-03   -4.05939E-02    4.98723E-03    3.38575E-04    4.94138E-03   -1.99940E-05
  5.00764E+00    2.35617E-03   -4.39269E-02    5.86693E-03    4.07951E-04    5.80476E-03   -2.80540E-05
  5.00764E+00    2.60085E-03   -4.75002E-02    6.81014E-03    4.82357E-04    6.73090E-03   -3.66981E-05
  5.00764E+00    2.86314E-03   -5.07951E-02    7.87552E-03    5.78830E-04    7.76701E-03   -5.25335E-05
  5.00764E+00    3.14432E-03   -5.41766E-02    9.02981E-03    6.86546E-04    8.88742E-03   -7.12468E-05
  5.00764E+00    3.44574E-03   -5.78018E-02    1.02675E-02    8.02102E-04    1.00893E-02   -9.13367E-05
  5.00764E+00    3.76889E-03   -6.08762E-02    1.15886E-02    9.52425E-04    1.13530E-02   -1.26223E-04
  5.00764E+00    4.11528E-03   -6.41139E-02    1.30036E-02    1.11536E-03    1.27056E-02   -1.64549E-04
  5.00764E+00    4.48662E-03   -6.73167E-02    1.44971E-02    1.29977E-03    1.41252E-02   -2.11152E-04
  5.00764E+00    4.88469E-03   -6.99854E-02    1.60256E-02    1.52379E-03    1.55544E-02   -2.76322E-04
  5.00764E+00    5.31143E-03   -7.28435E-02    1.76640E-02    1.76414E-03    1.70866E-02   -3.46273E-04
  5.00764E+00    5.76890E-03   -7.50273E-02    1.92871E-02    2.05562E-03    1.85675E-02   -4.41462E-04
  5.00764E+00    6.25929E-03   -7.70978E-02    2.09844E-02    2.37803E-03    2.01042E-02   -5.49533E-04
  5.00764E+00    6.78501E-03   -7.87905E-02    2.27048E-02    2.74574E-03    2.16313E-02   -6.78388E-04
  5.00764E+00    7.34857E-03   -7.99211E-02    2.44162E-02    3.16734E-03    2.31089E-02   -8.32925E-04
  5.00764E+00    7.95272E-03   -8.08185E-02    2.61847E-02    3.63315E-03    2.46125E-02   -1.00661E-03
  5.00764E+00    8.60035E-03   -8.08800E-02    2.78836E-02    4.16988E-03    2.59869E-02   -1.21487E-03
  5.00764E+00    9.29463E-03   -8.06935E-02    2.96482E-02    4.75637E-03    2.73918E-02   -1.44462E-03
  5.00764E+00    1.00389E-02   -7.95761E-02    3.13214E-02    5.42177E-03    2.86367E-02   -1.71315E-03
  5.00764E+00    1.08367E-02   -7.80585E-02    3.30386E-02    6.14731E-03    2.98806E-02   -2.00920E-03
  5.00764E+00    1.16920E-02   -7.56539E-02    3.46847E-02    6.95225E-03    3.09851E-02   -2.34559E-03
  5.00764E+00    1.26089E-02   -7.26004E-02    3.63285E-02    7.82778E-03    3.20286E-02   -2.71827E-03
  5.00764E+00    1.35918E-02   -6.87989E-02    3.79546E-02    8.78009E-03    3.29903E-02   -3.13110E-03
  5.00764E+00    1.46454E-02   -6.40416E-02    3.95216E-02    9.80774E-03    3.38176E-02   -3.59118E-03
  5.00764E+00    1.57749E-02   -5.86183E-02    4.11181E-02    1.09108E-02    3.46098E-02   -4.09270E-03
  5.00764E+00    1.69858E-02   -5.21372E-02    4.26581E-02    1.20847E-02    3.52623E-02   -4.64650E-03
