%
% The data in this file was extracted from a direct numerical simulation
% of turbulent channel flow over a bump. Particulars are listed
% below.
%
% References:
%
%   M. Marquillie and J.-P. Laval (2007) "Direct Numerical 
%   Simulation of a separated channel flow with a smooth profile",
%   to appear in Journal of Turbulence
%
%   For the following statistics, (u,v,w) are the tangential, normal
%   and spanwise velocity components in a local coordinate system.
%   The statistics normalized with the maximum velocity at the inlet (Uo)
%   are given at 14 streamwise positions. These statistics are interpolated 
%   from the 2D statistics computed in the fixe coordinate system and given 
%   in NetCDF format (statistics_2d.nc)
%
%  X	: Streamwise coordinates
%  Y-Y0	: Coordinates normal to the wall
%  U	: Mean tangential velocity
%  u'u'	: Tangential component of Reynolds stress
%  v'v'	: Normal component of Reynolds stress
%  w'w'	: Spanwise component of Reynolds stress
%  u'v'	: Shear stress
%
%  Re =  7900
%  Uo =  max[U(x=0,y)] = 1.03367
%  Ny = 100 
%
% Date File Created: November 5, 2007
%
       X              Y-Y0           U              u'u'           v'v'           w'w'           u'v'
  1.00644E+00    2.52091E-01    7.94891E-01    7.95397E-03    2.73263E-03    3.63479E-03   -2.43293E-03
  1.00644E+00    2.70317E-01    8.05729E-01    7.49123E-03    2.70150E-03    3.48757E-03   -2.35109E-03
  1.00644E+00    2.89855E-01    8.17163E-01    6.95046E-03    2.65973E-03    3.41930E-03   -2.26744E-03
  1.00644E+00    3.10799E-01    8.28696E-01    6.45556E-03    2.62463E-03    3.39006E-03   -2.21000E-03
  1.00644E+00    3.33252E-01    8.40104E-01    6.06734E-03    2.59331E-03    3.33496E-03   -2.14504E-03
  1.00644E+00    3.57321E-01    8.51834E-01    5.69544E-03    2.55059E-03    3.17970E-03   -2.05658E-03
  1.00644E+00    3.83123E-01    8.64159E-01    5.26398E-03    2.47607E-03    2.99843E-03   -1.94411E-03
  1.00644E+00    4.10783E-01    8.77002E-01    4.83456E-03    2.36410E-03    2.74050E-03   -1.83528E-03
  1.00644E+00    4.40435E-01    8.89456E-01    4.54837E-03    2.23373E-03    2.49655E-03   -1.75375E-03
  1.00644E+00    4.72221E-01    9.01676E-01    4.30680E-03    2.10834E-03    2.25422E-03   -1.68271E-03
  1.00644E+00    5.06296E-01    9.14076E-01    4.07161E-03    2.00010E-03    2.06637E-03   -1.56602E-03
  1.00644E+00    5.42825E-01    9.26117E-01    3.89768E-03    1.88930E-03    1.90474E-03   -1.44039E-03
  1.00644E+00    5.81983E-01    9.37717E-01    3.61239E-03    1.78791E-03    1.80220E-03   -1.33209E-03
  1.00644E+00    6.23961E-01    9.49338E-01    3.28100E-03    1.70581E-03    1.75017E-03   -1.23933E-03
  1.00644E+00    6.68961E-01    9.61317E-01    3.04874E-03    1.59885E-03    1.63808E-03   -1.09512E-03
  1.00644E+00    7.17201E-01    9.72556E-01    2.87201E-03    1.52514E-03    1.44997E-03   -9.43466E-04
  1.00644E+00    7.68915E-01    9.83311E-01    2.69064E-03    1.41522E-03    1.26886E-03   -7.79712E-04
  1.00644E+00    8.24352E-01    9.93038E-01    2.49597E-03    1.31678E-03    1.13277E-03   -6.34525E-04
  1.00644E+00    8.83780E-01    1.00071E+00    2.33644E-03    1.24733E-03    1.03790E-03   -4.97217E-04
  1.00644E+00    9.47487E-01    1.00642E+00    2.35894E-03    1.16601E-03    9.76657E-04   -3.44879E-04
  1.00644E+00    1.01578E+00    1.01047E+00    2.41893E-03    1.07562E-03    9.21533E-04   -1.66197E-04
 
       X              Y-Y0           U              u'u'           v'v'           w'w'           u'v'
  2.00469E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
  2.00469E+00    7.50422E-05    3.41071E-03    1.01819E-06    1.03978E-07    1.04206E-06   -1.47937E-09
  2.00469E+00    1.55479E-04    7.05190E-03    4.10006E-06    4.18136E-07    4.16856E-06   -8.11847E-09
  2.00469E+00    2.41712E-04    1.09529E-02    7.40207E-06    7.54719E-07    7.51834E-06   -1.52917E-08
  2.00469E+00    3.34159E-04    1.51075E-02    1.65801E-05    1.68404E-06    1.64981E-05   -6.09088E-08
  2.00469E+00    4.33251E-04    1.95506E-02    2.64503E-05    2.68337E-06    2.61536E-05   -1.10266E-07
  2.00469E+00    5.39482E-04    2.43182E-02    3.70426E-05    3.75575E-06    3.65154E-05   -1.63470E-07
  2.00469E+00    6.53371E-04    2.93752E-02    5.83797E-05    5.89674E-06    5.63103E-05   -3.57388E-07
  2.00469E+00    7.75456E-04    3.47846E-02    8.18263E-05    8.24863E-06    7.80269E-05   -5.73872E-07
  2.00469E+00    9.06333E-04    4.05770E-02    1.06936E-04    1.07671E-05    1.01283E-04   -8.06380E-07
  2.00469E+00    1.04663E-03    4.67409E-02    1.43424E-04    1.44004E-05    1.33498E-04   -1.27891E-06
  2.00469E+00    1.19703E-03    5.32829E-02    1.90830E-04    1.91035E-05    1.74323E-04   -1.98115E-06
  2.00469E+00    1.35826E-03    6.02963E-02    2.41659E-04    2.41457E-05    2.18095E-04   -2.73578E-06
  2.00469E+00    1.53109E-03    6.78113E-02    2.98761E-04    2.98009E-05    2.66702E-04   -3.63760E-06
  2.00469E+00    1.71638E-03    7.56893E-02    3.85626E-04    3.83160E-05    3.35098E-04   -5.52192E-06
  2.00469E+00    1.91499E-03    8.41344E-02    4.78759E-04    4.74447E-05    4.08427E-04   -7.54601E-06
  2.00469E+00    2.12792E-03    9.31795E-02    5.78524E-04    5.72225E-05    4.86975E-04   -9.71857E-06
  2.00469E+00    2.35617E-03    1.02684E-01    7.17236E-04    7.06848E-05    5.87420E-04   -1.36502E-05
  2.00469E+00    2.60085E-03    1.12785E-01    8.75957E-04    8.60544E-05    7.00142E-04   -1.83843E-05
  2.00469E+00    2.86315E-03    1.23610E-01    1.04608E-03    1.02526E-04    8.20955E-04   -2.34675E-05
  2.00469E+00    3.14434E-03    1.34980E-01    1.26349E-03    1.23411E-04    9.64232E-04   -3.13277E-05
  2.00469E+00    3.44577E-03    1.46980E-01    1.51828E-03    1.47798E-04    1.12617E-03   -4.12818E-05
  2.00469E+00    3.76891E-03    1.59842E-01    1.79145E-03    1.73939E-04    1.29976E-03   -5.19710E-05
  2.00469E+00    4.11531E-03    1.73231E-01    2.13107E-03    2.06198E-04    1.49904E-03   -6.78205E-05
  2.00469E+00    4.48665E-03    1.87361E-01    2.51700E-03    2.42753E-04    1.71860E-03   -8.69149E-05
  2.00469E+00    4.88473E-03    2.02507E-01    2.93080E-03    2.81941E-04    1.95399E-03   -1.07421E-04
  2.00469E+00    5.31147E-03    2.17921E-01    3.44052E-03    3.29853E-04    2.21748E-03   -1.38373E-04
  2.00469E+00    5.76894E-03    2.34380E-01    3.99006E-03    3.81483E-04    2.50026E-03   -1.72061E-04
  2.00469E+00    6.25934E-03    2.51541E-01    4.59905E-03    4.38605E-04    2.80327E-03   -2.13031E-04
  2.00469E+00    6.78505E-03    2.69181E-01    5.28039E-03    5.02385E-04    3.12726E-03   -2.64123E-04
  2.00469E+00    7.34861E-03    2.88038E-01    6.01155E-03    5.70830E-04    3.47422E-03   -3.19538E-04
  2.00469E+00    7.95275E-03    3.06642E-01    6.79513E-03    6.44503E-04    3.82950E-03   -3.91302E-04
  2.00469E+00    8.60038E-03    3.26582E-01    7.63524E-03    7.23483E-04    4.21037E-03   -4.68348E-04
  2.00469E+00    9.29464E-03    3.46202E-01    8.47834E-03    8.04053E-04    4.59008E-03   -5.60229E-04
  2.00469E+00    1.00389E-02    3.66848E-01    9.36958E-03    8.89521E-04    4.99081E-03   -6.60772E-04
  2.00469E+00    1.08367E-02    3.87016E-01    1.02144E-02    9.73501E-04    5.38132E-03   -7.73521E-04
  2.00469E+00    1.16920E-02    4.07976E-01    1.10834E-02    1.06099E-03    5.78681E-03   -8.96067E-04
  2.00469E+00    1.26089E-02    4.27988E-01    1.18447E-02    1.14392E-03    6.16758E-03   -1.02713E-03
  2.00469E+00    1.35918E-02    4.48856E-01    1.26208E-02    1.23030E-03    6.56287E-03   -1.16767E-03
  2.00469E+00    1.46454E-02    4.67944E-01    1.32122E-02    1.30938E-03    6.91090E-03   -1.31043E-03
  2.00469E+00    1.57749E-02    4.87475E-01    1.37809E-02    1.39115E-03    7.26186E-03   -1.45976E-03
  2.00469E+00    1.69858E-02    5.05805E-01    1.42063E-02    1.47037E-03    7.57611E-03   -1.60891E-03
  2.00469E+00    1.82838E-02    5.23325E-01    1.45271E-02    1.55088E-03    7.86141E-03   -1.75703E-03
  2.00469E+00    1.96752E-02    5.40541E-01    1.47738E-02    1.63427E-03    8.12912E-03   -1.90697E-03
  2.00469E+00    2.11669E-02    5.55912E-01    1.48692E-02    1.72107E-03    8.33974E-03   -2.04798E-03
  2.00469E+00    2.27660E-02    5.70590E-01    1.48921E-02    1.81455E-03    8.52011E-03   -2.18679E-03
  2.00469E+00    2.44801E-02    5.84545E-01    1.48431E-02    1.91562E-03    8.66846E-03   -2.32328E-03
  2.00469E+00    2.63178E-02    5.97230E-01    1.47127E-02    2.02644E-03    8.76948E-03   -2.45370E-03
  2.00469E+00    2.82877E-02    6.08807E-01    1.45228E-02    2.14880E-03    8.82612E-03   -2.57938E-03
  2.00469E+00    3.03994E-02    6.19659E-01    1.42929E-02    2.28289E-03    8.84824E-03   -2.70315E-03
  2.00469E+00    3.26632E-02    6.29761E-01    1.40308E-02    2.42949E-03    8.83508E-03   -2.82502E-03
  2.00469E+00    3.50900E-02    6.39146E-01    1.37474E-02    2.58904E-03    8.78767E-03   -2.94531E-03
  2.00469E+00    3.76915E-02    6.47880E-01    1.34551E-02    2.76141E-03    8.70802E-03   -3.06459E-03
  2.00469E+00    4.04804E-02    6.55959E-01    1.31671E-02    2.94536E-03    8.59827E-03   -3.18290E-03
  2.00469E+00    4.34700E-02    6.63621E-01    1.28872E-02    3.13894E-03    8.46825E-03   -3.30221E-03
  2.00469E+00    4.66749E-02    6.70935E-01    1.26198E-02    3.34007E-03    8.32644E-03   -3.42305E-03
  2.00469E+00    5.01105E-02    6.77954E-01    1.23694E-02    3.54651E-03    8.18031E-03   -3.54512E-03
  2.00469E+00    5.37935E-02    6.84747E-01    1.21385E-02    3.75695E-03    8.03047E-03   -3.66789E-03
  2.00469E+00    5.77417E-02    6.91336E-01    1.19297E-02    3.96903E-03    7.87620E-03   -3.78992E-03
  2.00469E+00    6.19742E-02    6.97681E-01    1.17412E-02    4.17795E-03    7.72067E-03   -3.90877E-03
  2.00469E+00    6.65114E-02    7.03884E-01    1.15639E-02    4.38034E-03    7.56361E-03   -4.02381E-03
  2.00469E+00    7.13752E-02    7.10060E-01    1.13994E-02    4.57345E-03    7.40224E-03   -4.13338E-03
  2.00469E+00    7.65893E-02    7.16307E-01    1.12508E-02    4.75543E-03    7.23945E-03   -4.23384E-03
  2.00469E+00    8.21788E-02    7.22706E-01    1.11057E-02    4.92276E-03    7.07991E-03   -4.32216E-03
  2.00469E+00    8.81707E-02    7.29367E-01    1.09266E-02    5.06712E-03    6.91909E-03   -4.38908E-03
  2.00469E+00    9.45940E-02    7.36471E-01    1.07025E-02    5.19070E-03    6.76121E-03   -4.43671E-03
  2.00469E+00    1.01480E-01    7.44015E-01    1.04643E-02    5.29204E-03    6.60979E-03   -4.46206E-03
  2.00469E+00    1.08861E-01    7.51907E-01    1.02414E-02    5.37009E-03    6.45355E-03   -4.46929E-03
  2.00469E+00    1.16774E-01    7.60043E-01    1.00444E-02    5.42071E-03    6.29547E-03   -4.47203E-03
  2.00469E+00    1.25257E-01    7.68380E-01    9.88222E-03    5.43890E-03    6.14660E-03   -4.48744E-03
  2.00469E+00    1.34351E-01    7.76870E-01    9.74491E-03    5.41991E-03    6.00329E-03   -4.51045E-03
  2.00469E+00    1.44099E-01    7.85617E-01    9.58236E-03    5.36574E-03    5.84496E-03   -4.51653E-03
  2.00469E+00    1.54549E-01    7.94622E-01    9.41145E-03    5.27931E-03    5.66879E-03   -4.49688E-03
  2.00469E+00    1.65752E-01    8.03688E-01    9.24411E-03    5.17202E-03    5.46391E-03   -4.47247E-03
  2.00469E+00    1.77761E-01    8.12909E-01    9.01792E-03    5.06057E-03    5.26666E-03   -4.42156E-03
  2.00469E+00    1.90635E-01    8.22664E-01    8.65819E-03    4.92821E-03    5.10510E-03   -4.31434E-03
  2.00469E+00    2.04436E-01    8.32902E-01    8.29953E-03    4.78971E-03    4.96404E-03   -4.17603E-03
  2.00469E+00    2.19230E-01    8.43421E-01    7.96878E-03    4.63291E-03    4.81188E-03   -4.02340E-03
  2.00469E+00    2.35090E-01    8.54636E-01    7.54053E-03    4.45659E-03    4.62214E-03   -3.83275E-03
  2.00469E+00    2.52091E-01    8.66481E-01    7.01457E-03    4.26628E-03    4.36194E-03   -3.59672E-03
  2.00469E+00    2.70317E-01    8.78707E-01    6.35778E-03    4.06324E-03    4.10734E-03   -3.32813E-03
  2.00469E+00    2.89855E-01    8.91299E-01    5.68427E-03    3.87371E-03    3.90355E-03   -3.06820E-03
  2.00469E+00    3.10799E-01    9.04147E-01    5.09504E-03    3.70613E-03    3.70315E-03   -2.81293E-03
  2.00469E+00    3.33252E-01    9.17459E-01    4.61342E-03    3.55322E-03    3.40710E-03   -2.57377E-03
  2.00469E+00    3.57321E-01    9.31169E-01    4.21177E-03    3.38531E-03    3.13983E-03   -2.35193E-03
  2.00469E+00    3.83123E-01    9.44419E-01    3.89248E-03    3.15338E-03    2.85977E-03   -2.17391E-03
  2.00469E+00    4.10783E-01    9.56665E-01    3.55899E-03    2.92383E-03    2.62277E-03   -1.98138E-03
  2.00469E+00    4.40435E-01    9.68845E-01    3.27369E-03    2.72724E-03    2.33325E-03   -1.78191E-03
  2.00469E+00    4.72221E-01    9.80873E-01    3.13990E-03    2.55221E-03    2.09098E-03   -1.64826E-03
  2.00469E+00    5.06296E-01    9.92841E-01    2.94121E-03    2.36876E-03    1.95621E-03   -1.54030E-03
  2.00469E+00    5.42825E-01    1.00460E+00    2.65430E-03    2.20403E-03    1.78526E-03   -1.42492E-03
  2.00469E+00    5.81983E-01    1.01580E+00    2.51606E-03    2.07156E-03    1.60922E-03   -1.31708E-03
  2.00469E+00    6.23961E-01    1.02615E+00    2.47334E-03    1.95967E-03    1.45264E-03   -1.18914E-03
  2.00469E+00    6.68961E-01    1.03644E+00    2.35613E-03    1.82575E-03    1.24834E-03   -1.05120E-03
  2.00469E+00    7.17201E-01    1.04604E+00    2.17109E-03    1.64848E-03    1.09795E-03   -8.84487E-04
  2.00469E+00    7.68915E-01    1.05334E+00    2.05690E-03    1.49071E-03    1.02903E-03   -7.33800E-04
  2.00469E+00    8.24352E-01    1.05851E+00    2.04012E-03    1.36484E-03    9.98598E-04   -5.98584E-04
  2.00469E+00    8.83780E-01    1.06125E+00    2.09009E-03    1.24698E-03    9.19353E-04   -4.86647E-04
  2.00469E+00    9.47487E-01    1.06221E+00    2.11848E-03    1.18723E-03    8.61653E-04   -3.28206E-04
  2.00469E+00    1.01578E+00    1.05873E+00    2.16652E-03    1.12910E-03    9.08811E-04   -1.79909E-04
 
       X              Y-Y0           U              u'u'           v'v'           w'w'           u'v'
  3.00294E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
  3.00294E+00    7.50422E-05    8.34035E-03    1.76618E-06    1.16570E-07    5.86321E-07   -1.23321E-09
  3.00294E+00    1.55509E-04    1.72557E-02    5.79723E-06    3.82493E-07    1.92069E-06   -4.63704E-09
  3.00294E+00    2.41756E-04    2.67722E-02    1.35503E-05    8.92668E-07    4.45227E-06   -1.70758E-08
  3.00294E+00    3.34203E-04    3.69196E-02    2.55804E-05    1.68353E-06    8.35946E-06   -3.98151E-08
  3.00294E+00    4.33326E-04    4.77932E-02    3.84714E-05    2.53106E-06    1.25467E-05   -6.38837E-08
  3.00294E+00    5.39541E-04    5.93180E-02    6.33330E-05    4.15780E-06    2.04173E-05   -1.47841E-07
  3.00294E+00    6.53446E-04    7.16355E-02    9.17769E-05    6.01838E-06    2.94041E-05   -2.46664E-07
  3.00294E+00    7.75516E-04    8.48373E-02    1.22263E-04    8.01270E-06    3.90372E-05   -3.51724E-07
  3.00294E+00    9.06408E-04    9.87874E-02    1.72673E-04    1.12906E-05    5.44677E-05   -6.26888E-07
  3.00294E+00    1.04672E-03    1.13656E-01    2.29943E-04    1.50124E-05    7.19379E-05   -9.50506E-07
  3.00294E+00    1.19710E-03    1.29604E-01    2.91370E-04    1.90048E-05    9.06789E-05   -1.29547E-06
  3.00294E+00    1.35833E-03    1.46409E-01    3.80018E-04    2.47294E-05    1.16867E-04   -1.99479E-06
  3.00294E+00    1.53118E-03    1.64272E-01    4.84456E-04    3.14629E-05    1.47457E-04   -2.87860E-06
  3.00294E+00    1.71643E-03    1.83410E-01    5.96355E-04    3.86783E-05    1.80238E-04   -3.82094E-06
  3.00294E+00    1.91504E-03    2.03571E-01    7.45538E-04    4.82336E-05    2.22633E-04   -5.45197E-06
  3.00294E+00    2.12795E-03    2.24877E-01    9.22826E-04    5.95581E-05    2.72371E-04   -7.57130E-06
  3.00294E+00    2.35617E-03    2.47726E-01    1.11295E-03    7.17044E-05    3.25723E-04   -9.83447E-06
  3.00294E+00    2.60085E-03    2.71619E-01    1.35900E-03    8.72990E-05    3.92733E-04   -1.35428E-05
  3.00294E+00    2.86317E-03    2.96876E-01    1.64356E-03    1.05283E-04    4.69387E-04   -1.81472E-05
  3.00294E+00    3.14438E-03    3.23955E-01    1.94863E-03    1.24568E-04    5.51592E-04   -2.30651E-05
  3.00294E+00    3.44580E-03    3.51846E-01    2.34449E-03    1.49316E-04    6.55237E-04   -3.12964E-05
  3.00294E+00    3.76892E-03    3.81527E-01    2.77769E-03    1.76372E-04    7.68342E-04   -4.04933E-05
  3.00294E+00    4.11534E-03    4.12932E-01    3.26414E-03    2.06635E-04    8.94870E-04   -5.16981E-05
  3.00294E+00    4.48668E-03    4.45161E-01    3.84694E-03    2.42551E-04    1.04506E-03   -6.76421E-05
  3.00294E+00    4.88478E-03    4.79721E-01    4.47193E-03    2.81076E-04    1.20619E-03   -8.46886E-05
  3.00294E+00    5.31155E-03    5.14832E-01    5.19767E-03    3.25271E-04    1.39590E-03   -1.09020E-04
  3.00294E+00    5.76901E-03    5.51934E-01    5.98859E-03    3.73320E-04    1.60333E-03   -1.36530E-04
  3.00294E+00    6.25944E-03    5.90128E-01    6.84764E-03    4.25089E-04    1.83602E-03   -1.70726E-04
  3.00294E+00    6.78515E-03    6.29400E-01    7.77810E-03    4.80746E-04    2.09547E-03   -2.12057E-04
  3.00294E+00    7.34872E-03    6.70128E-01    8.75397E-03    5.38821E-04    2.37975E-03   -2.59812E-04
  3.00294E+00    7.95287E-03    7.11034E-01    9.75582E-03    5.97842E-04    2.69545E-03   -3.17600E-04
  3.00294E+00    8.60053E-03    7.53304E-01    1.07725E-02    6.57550E-04    3.03749E-03   -3.82225E-04
  3.00294E+00    9.29481E-03    7.95101E-01    1.17361E-02    7.13701E-04    3.41088E-03   -4.57265E-04
  3.00294E+00    1.00391E-02    8.37457E-01    1.26449E-02    7.66819E-04    3.81126E-03   -5.39332E-04
  3.00294E+00    1.08370E-02    8.79260E-01    1.34381E-02    8.13428E-04    4.24001E-03   -6.29640E-04
  3.00294E+00    1.16922E-02    9.19882E-01    1.40487E-02    8.50970E-04    4.69045E-03   -7.24495E-04
  3.00294E+00    1.26091E-02    9.60703E-01    1.45484E-02    8.83176E-04    5.16722E-03   -8.24866E-04
  3.00294E+00    1.35919E-02    9.97623E-01    1.47015E-02    9.00606E-04    5.64802E-03   -9.21568E-04
  3.00294E+00    1.46456E-02    1.03423E+00    1.47185E-02    9.13976E-04    6.14512E-03   -1.01817E-03
  3.00294E+00    1.57751E-02    1.06794E+00    1.44720E-02    9.19555E-04    6.64077E-03   -1.10731E-03
  3.00294E+00    1.69859E-02    1.09820E+00    1.40009E-02    9.23387E-04    7.11854E-03   -1.18277E-03
  3.00294E+00    1.82839E-02    1.12659E+00    1.33872E-02    9.29008E-04    7.58840E-03   -1.24881E-03
  3.00294E+00    1.96754E-02    1.15189E+00    1.26269E-02    9.40204E-04    8.03272E-03   -1.29957E-03
  3.00294E+00    2.11670E-02    1.17301E+00    1.17874E-02    9.66622E-04    8.42369E-03   -1.32960E-03
  3.00294E+00    2.27661E-02    1.19177E+00    1.09223E-02    1.00865E-03    8.77853E-03   -1.34713E-03
  3.00294E+00    2.44803E-02    1.20798E+00    1.00592E-02    1.06997E-03    9.08833E-03   -1.35252E-03
  3.00294E+00    2.63179E-02    1.22168E+00    9.23157E-03    1.15432E-03    9.34503E-03   -1.34777E-03
  3.00294E+00    2.82878E-02    1.23278E+00    8.47944E-03    1.26639E-03    9.53493E-03   -1.33644E-03
  3.00294E+00    3.03996E-02    1.24181E+00    7.81368E-03    1.40614E-03    9.65798E-03   -1.32416E-03
  3.00294E+00    3.26633E-02    1.24925E+00    7.22782E-03    1.57239E-03    9.71860E-03   -1.31485E-03
  3.00294E+00    3.50901E-02    1.25532E+00    6.72307E-03    1.76563E-03    9.71517E-03   -1.31141E-03
  3.00294E+00    3.76917E-02    1.26021E+00    6.29827E-03    1.98508E-03    9.64842E-03   -1.31621E-03
  3.00294E+00    4.04805E-02    1.26412E+00    5.94787E-03    2.22942E-03    9.52152E-03   -1.33102E-03
  3.00294E+00    4.34701E-02    1.26722E+00    5.66406E-03    2.49647E-03    9.33934E-03   -1.35705E-03
  3.00294E+00    4.66750E-02    1.26965E+00    5.43826E-03    2.78304E-03    9.10793E-03   -1.39514E-03
  3.00294E+00    5.01106E-02    1.27153E+00    5.26245E-03    3.08476E-03    8.83421E-03   -1.44570E-03
  3.00294E+00    5.37937E-02    1.27294E+00    5.13277E-03    3.39485E-03    8.52635E-03   -1.50883E-03
  3.00294E+00    5.77418E-02    1.27396E+00    5.04215E-03    3.70535E-03    8.19547E-03   -1.58321E-03
  3.00294E+00    6.19743E-02    1.27469E+00    4.98080E-03    4.00899E-03    7.85209E-03   -1.66661E-03
  3.00294E+00    6.65115E-02    1.27519E+00    4.94332E-03    4.29819E-03    7.50588E-03   -1.75771E-03
  3.00294E+00    7.13753E-02    1.27551E+00    4.92829E-03    4.55967E-03    7.17819E-03   -1.85524E-03
  3.00294E+00    7.65893E-02    1.27570E+00    4.93589E-03    4.78658E-03    6.88745E-03   -1.95815E-03
  3.00294E+00    8.21788E-02    1.27585E+00    4.96551E-03    4.97905E-03    6.63656E-03   -2.06457E-03
  3.00294E+00    8.81708E-02    1.27598E+00    5.01292E-03    5.12549E-03    6.42570E-03   -2.17012E-03
  3.00294E+00    9.45941E-02    1.27616E+00    5.06122E-03    5.23661E-03    6.22418E-03   -2.27352E-03
  3.00294E+00    1.01480E-01    1.27643E+00    5.09045E-03    5.31152E-03    6.00772E-03   -2.36978E-03
  3.00294E+00    1.08862E-01    1.27683E+00    5.09643E-03    5.35941E-03    5.75905E-03   -2.45591E-03
  3.00294E+00    1.16775E-01    1.27735E+00    5.08135E-03    5.38394E-03    5.48227E-03   -2.52921E-03
  3.00294E+00    1.25257E-01    1.27797E+00    5.04109E-03    5.37983E-03    5.20560E-03   -2.58888E-03
  3.00294E+00    1.34351E-01    1.27868E+00    4.99044E-03    5.33804E-03    4.98424E-03   -2.64025E-03
  3.00294E+00    1.44099E-01    1.27945E+00    4.93535E-03    5.26031E-03    4.81051E-03   -2.68339E-03
  3.00294E+00    1.54549E-01    1.28032E+00    4.85621E-03    5.15494E-03    4.62884E-03   -2.70893E-03
  3.00294E+00    1.65752E-01    1.28127E+00    4.75826E-03    5.03406E-03    4.40915E-03   -2.71091E-03
  3.00294E+00    1.77761E-01    1.28238E+00    4.62536E-03    4.89785E-03    4.19059E-03   -2.67683E-03
  3.00294E+00    1.90635E-01    1.28381E+00    4.43333E-03    4.72992E-03    3.98962E-03   -2.60928E-03
  3.00294E+00    2.04436E-01    1.28561E+00    4.22590E-03    4.52668E-03    3.79169E-03   -2.51939E-03
  3.00294E+00    2.19230E-01    1.28751E+00    4.01987E-03    4.29850E-03    3.62990E-03   -2.40907E-03
  3.00294E+00    2.35090E-01    1.28958E+00    3.74574E-03    4.05846E-03    3.47196E-03   -2.25792E-03
  3.00294E+00    2.52091E-01    1.29146E+00    3.46066E-03    3.81506E-03    3.25191E-03   -2.08895E-03
  3.00294E+00    2.70317E-01    1.29278E+00    3.22799E-03    3.58293E-03    2.98985E-03   -1.93519E-03
  3.00294E+00    2.89855E-01    1.29389E+00    2.99892E-03    3.36205E-03    2.74667E-03   -1.78364E-03
  3.00294E+00    3.10799E-01    1.29489E+00    2.80403E-03    3.12773E-03    2.51905E-03   -1.63625E-03
  3.00294E+00    3.33252E-01    1.29586E+00    2.61726E-03    2.88215E-03    2.31817E-03   -1.49645E-03
  3.00294E+00    3.57321E-01    1.29673E+00    2.43097E-03    2.65109E-03    2.08767E-03   -1.36705E-03
  3.00294E+00    3.83123E-01    1.29704E+00    2.24696E-03    2.46067E-03    1.85835E-03   -1.24284E-03
  3.00294E+00    4.10783E-01    1.29643E+00    2.14015E-03    2.31859E-03    1.67887E-03   -1.14117E-03
  3.00294E+00    4.40435E-01    1.29530E+00    2.05536E-03    2.19262E-03    1.56071E-03   -1.02947E-03
  3.00294E+00    4.72221E-01    1.29367E+00    1.96615E-03    2.05814E-03    1.41162E-03   -8.90145E-04
  3.00294E+00    5.06296E-01    1.29168E+00    1.85386E-03    1.90162E-03    1.25630E-03   -7.46144E-04
  3.00294E+00    5.42824E-01    1.28936E+00    1.73594E-03    1.72715E-03    1.14552E-03   -5.98966E-04
  3.00294E+00    5.81983E-01    1.28585E+00    1.63657E-03    1.55317E-03    1.06515E-03   -4.60587E-04
  3.00294E+00    6.23961E-01    1.28100E+00    1.62341E-03    1.41260E-03    1.00275E-03   -3.34871E-04
  3.00294E+00    6.68961E-01    1.27426E+00    1.67820E-03    1.30587E-03    9.29085E-04   -2.40884E-04
  3.00294E+00    7.17201E-01    1.26595E+00    1.73172E-03    1.23519E-03    9.14974E-04   -1.24135E-04
  3.00294E+00    7.68915E-01    1.25426E+00    1.78287E-03    1.16662E-03    9.85348E-04    5.42055E-06
  3.00294E+00    8.24352E-01    1.23890E+00    1.99421E-03    1.21547E-03    1.08423E-03    1.37939E-04
  3.00294E+00    8.83780E-01    1.21999E+00    2.26971E-03    1.35457E-03    1.32765E-03    3.24129E-04
  3.00294E+00    9.47488E-01    1.19756E+00    2.64219E-03    1.50215E-03    1.42481E-03    5.15135E-04
  3.00294E+00    1.01578E+00    1.17299E+00    2.98211E-03    1.71075E-03    1.74826E-03    6.87950E-04
 
       X              Y-Y0           U              u'u'           v'v'           w'w'           u'v'
  3.67390E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
  3.67390E+00    7.50422E-05    3.55766E-03    1.00571E-06    1.45455E-12    1.54323E-07    6.92996E-11
  3.67390E+00    1.55509E-04    7.37704E-03    3.32457E-06    5.62656E-12    5.08539E-07    2.76246E-10
  3.67390E+00    2.41756E-04    1.14829E-02    7.70234E-06    3.25713E-11    1.16377E-06    1.02557E-09
  3.67390E+00    3.34203E-04    1.58917E-02    1.46285E-05    8.80197E-11    2.19135E-06    2.45216E-09
  3.67390E+00    4.33326E-04    2.06190E-02    2.20548E-05    1.47472E-10    3.29314E-06    3.98178E-09
  3.67390E+00    5.39541E-04    2.57148E-02    3.60889E-05    4.79465E-10    5.29658E-06    8.63295E-09
  3.67390E+00    6.53446E-04    3.11846E-02    5.24976E-05    8.95598E-10    7.62900E-06    1.42989E-08
  3.67390E+00    7.75516E-04    3.70465E-02    7.00827E-05    1.34156E-09    1.01286E-05    2.03683E-08
  3.67390E+00    9.06408E-04    4.33757E-02    9.84696E-05    2.94038E-09    1.39759E-05    3.30953E-08
