%
% The data in this file was extracted from a direct numerical simulation
% of turbulent channel flow over a bump. Particulars are listed
% below.
%
% References:
%
%   M. Marquillie and J.-P. Laval (2007) "Direct Numerical 
%   Simulation of a separated channel flow with a smooth profile",
%   to appear in Journal of Turbulence
%
%  X	: Streamwise coordinates
%  Y0	: Normal coordinates of the lower wall
%  Y1	: Normal coordinates of the upper wall 
%  Utau0: Friction velocity at the lower wall
%  Utau1: Friction velocity at the upper wall
%  Cp0	: Pressure coefficient at the lower wall
%  Cp1	: Pressure coefficient at the upper wall
%  Cf0	: Skin friction coefficient at the lower wall
%  Cf1	: Skin friction coefficient at the upper wall
%
%  Y1 =  2
%  Re =  7900
%  Uo =  max(U(x=0,y)) = 1.03367
%  Po =  P(x=12,y=1)
%  Cf = (1/Re*(dU/dy))/(0.5*Uo^2)
%  Cp = (P-Po)/(0.5*Uo^2)
%  Nx = 1536
%
% Date File Created: November 5, 2007
%
%         X           Y0           Utau0          Utau1           Cp0           Cp1             Cf0             Cf1
  3.15023E+00    6.19302E-01    1.14175E-01    8.31418E-02   -1.13736E+00   -5.36364E-01    2.44009E-02    1.29391E-02
  3.15841E+00    6.20892E-01    1.13802E-01    8.31049E-02   -1.14401E+00   -5.38920E-01    2.42415E-02    1.29276E-02
  3.16659E+00    6.22451E-01    1.13403E-01    8.30672E-02   -1.15045E+00   -5.41456E-01    2.40719E-02    1.29158E-02
  3.17478E+00    6.23979E-01    1.13011E-01    8.30290E-02   -1.15668E+00   -5.43974E-01    2.39058E-02    1.29040E-02
  3.18296E+00    6.25476E-01    1.12626E-01    8.29903E-02   -1.16270E+00   -5.46472E-01    2.37432E-02    1.28919E-02
  3.19114E+00    6.26943E-01    1.12199E-01    8.29510E-02   -1.16851E+00   -5.48952E-01    2.35636E-02    1.28797E-02
  3.19932E+00    6.28379E-01    1.11779E-01    8.29110E-02   -1.17410E+00   -5.51414E-01    2.33875E-02    1.28673E-02
  3.20750E+00    6.29784E-01    1.11334E-01    8.28459E-02   -1.17948E+00   -5.53859E-01    2.32016E-02    1.28471E-02
  3.21569E+00    6.31160E-01    1.10880E-01    8.28035E-02   -1.18465E+00   -5.56286E-01    2.30129E-02    1.28340E-02
  3.22387E+00    6.32505E-01    1.10434E-01    8.27597E-02   -1.18961E+00   -5.58696E-01    2.28280E-02    1.28204E-02
  3.23205E+00    6.33820E-01    1.09963E-01    8.26905E-02   -1.19435E+00   -5.61087E-01    2.26336E-02    1.27990E-02
  3.24023E+00    6.35106E-01    1.09498E-01    8.26198E-02   -1.19889E+00   -5.63460E-01    2.24429E-02    1.27771E-02
  3.24842E+00    6.36362E-01    1.09009E-01    8.25719E-02   -1.20322E+00   -5.65812E-01    2.22427E-02    1.27623E-02
  3.25660E+00    6.37588E-01    1.08509E-01    8.25228E-02   -1.20735E+00   -5.68142E-01    2.20393E-02    1.27471E-02
  3.26478E+00    6.38786E-01    1.08000E-01    8.24727E-02   -1.21127E+00   -5.70451E-01    2.18327E-02    1.27316E-02
  3.27296E+00    6.39954E-01    1.07481E-01    8.23980E-02   -1.21499E+00   -5.72737E-01    2.16237E-02    1.27086E-02
  3.28115E+00    6.41093E-01    1.06957E-01    8.23465E-02   -1.21851E+00   -5.75000E-01    2.14133E-02    1.26927E-02
  3.28933E+00    6.42204E-01    1.06413E-01    8.22465E-02   -1.22184E+00   -5.77241E-01    2.11959E-02    1.26619E-02
  3.29751E+00    6.43287E-01    1.05881E-01    8.21938E-02   -1.22499E+00   -5.79458E-01    2.09844E-02    1.26457E-02
  3.30569E+00    6.44342E-01    1.05346E-01    8.21404E-02   -1.22795E+00   -5.81654E-01    2.07729E-02    1.26292E-02
  3.31388E+00    6.45369E-01    1.04809E-01    8.20620E-02   -1.23074E+00   -5.83828E-01    2.05619E-02    1.26052E-02
  3.32206E+00    6.46370E-01    1.04257E-01    8.19826E-02   -1.23335E+00   -5.85981E-01    2.03457E-02    1.25808E-02
  3.33024E+00    6.47343E-01    1.03720E-01    8.19019E-02   -1.23579E+00   -5.88112E-01    2.01368E-02    1.25560E-02
  3.33842E+00    6.48290E-01    1.03169E-01    8.18438E-02   -1.23808E+00   -5.90223E-01    1.99234E-02    1.25382E-02
  3.34661E+00    6.49211E-01    1.02635E-01    8.17603E-02   -1.24020E+00   -5.92312E-01    1.97176E-02    1.25126E-02
  3.35479E+00    6.50105E-01    1.02073E-01    8.16753E-02   -1.24217E+00   -5.94378E-01    1.95021E-02    1.24866E-02
  3.36297E+00    6.50975E-01    1.01528E-01    8.15887E-02   -1.24399E+00   -5.96422E-01    1.92945E-02    1.24602E-02
  3.37115E+00    6.51818E-01    1.01000E-01    8.15009E-02   -1.24568E+00   -5.98441E-01    1.90946E-02    1.24334E-02
  3.37934E+00    6.52636E-01    1.00461E-01    8.14119E-02   -1.24722E+00   -6.00435E-01    1.88912E-02    1.24062E-02
  3.38752E+00    6.53430E-01    9.99252E-02    8.13458E-02   -1.24864E+00   -6.02404E-01    1.86902E-02    1.23861E-02
  3.39570E+00    6.54199E-01    9.93930E-02    8.12310E-02   -1.24994E+00   -6.04345E-01    1.84916E-02    1.23511E-02
  3.40388E+00    6.54943E-01    9.88649E-02    8.11393E-02   -1.25112E+00   -6.06260E-01    1.82956E-02    1.23233E-02
  3.41207E+00    6.55664E-01    9.83237E-02    8.10231E-02   -1.25220E+00   -6.08149E-01    1.80959E-02    1.22880E-02
  3.42025E+00    6.56360E-01    9.77959E-02    8.09300E-02   -1.25316E+00   -6.10011E-01    1.79021E-02    1.22598E-02
  3.42843E+00    6.57032E-01    9.72655E-02    8.08601E-02   -1.25400E+00   -6.11847E-01    1.77085E-02    1.22386E-02
  3.43661E+00    6.57681E-01    9.67314E-02    8.07416E-02   -1.25474E+00   -6.13658E-01    1.75145E-02    1.22028E-02
  3.44479E+00    6.58305E-01    9.61786E-02    8.06460E-02   -1.25536E+00   -6.15444E-01    1.73149E-02    1.21739E-02
  3.45298E+00    6.58906E-01    9.56207E-02    8.05491E-02   -1.25587E+00   -6.17206E-01    1.71146E-02    1.21447E-02
  3.46116E+00    6.59483E-01    9.50712E-02    8.04271E-02   -1.25626E+00   -6.18943E-01    1.69185E-02    1.21079E-02
  3.46934E+00    6.60037E-01    9.45013E-02    8.03511E-02   -1.25653E+00   -6.20657E-01    1.67163E-02    1.20850E-02
  3.47752E+00    6.60567E-01    9.39391E-02    8.02262E-02   -1.25668E+00   -6.22346E-01    1.65180E-02    1.20475E-02
  3.48571E+00    6.61074E-01    9.33715E-02    8.01235E-02   -1.25671E+00   -6.24010E-01    1.63190E-02    1.20167E-02
  3.49389E+00    6.61558E-01    9.27720E-02    7.99958E-02   -1.25662E+00   -6.25648E-01    1.61100E-02    1.19784E-02
  3.50207E+00    6.62019E-01    9.21957E-02    7.98905E-02   -1.25642E+00   -6.27259E-01    1.59105E-02    1.19469E-02
  3.51025E+00    6.62457E-01    9.16017E-02    7.97841E-02   -1.25610E+00   -6.28844E-01    1.57062E-02    1.19151E-02
  3.51844E+00    6.62872E-01    9.10038E-02    7.96529E-02   -1.25568E+00   -6.30401E-01    1.55018E-02    1.18759E-02
  3.52662E+00    6.63265E-01    9.04021E-02    7.95209E-02   -1.25514E+00   -6.31932E-01    1.52975E-02    1.18366E-02
  3.53480E+00    6.63636E-01    8.97832E-02    7.94349E-02   -1.25450E+00   -6.33435E-01    1.50887E-02    1.18110E-02
  3.54298E+00    6.63984E-01    8.91868E-02    7.93008E-02   -1.25376E+00   -6.34912E-01    1.48890E-02    1.17711E-02
  3.55117E+00    6.64311E-01    8.85600E-02    7.91422E-02   -1.25291E+00   -6.36362E-01    1.46804E-02    1.17241E-02
  3.55935E+00    6.64615E-01    8.79423E-02    7.90294E-02   -1.25197E+00   -6.37787E-01    1.44763E-02    1.16907E-02
  3.56753E+00    6.64899E-01    8.73205E-02    7.88917E-02   -1.25093E+00   -6.39186E-01    1.42724E-02    1.16500E-02
  3.57571E+00    6.65160E-01    8.66950E-02    7.87758E-02   -1.24979E+00   -6.40559E-01    1.40686E-02    1.16158E-02
  3.58390E+00    6.65400E-01    8.60658E-02    7.86349E-02   -1.24856E+00   -6.41907E-01    1.38652E-02    1.15743E-02
  3.59208E+00    6.65620E-01    8.54204E-02    7.85157E-02   -1.24724E+00   -6.43228E-01    1.36580E-02    1.15392E-02
  3.60026E+00    6.65818E-01    8.47718E-02    7.83483E-02   -1.24582E+00   -6.44522E-01    1.34514E-02    1.14901E-02
  3.60844E+00    6.65995E-01    8.41329E-02    7.82259E-02   -1.24431E+00   -6.45788E-01    1.32494E-02    1.14542E-02
  3.61663E+00    6.66152E-01    8.34787E-02    7.81021E-02   -1.24272E+00   -6.47025E-01    1.30441E-02    1.14180E-02
  3.62481E+00    6.66288E-01    8.28215E-02    7.79541E-02   -1.24104E+00   -6.48233E-01    1.28395E-02    1.13747E-02
  3.63299E+00    6.66403E-01    8.21725E-02    7.78051E-02   -1.23927E+00   -6.49411E-01    1.26391E-02    1.13313E-02
  3.64117E+00    6.66499E-01    8.15069E-02    7.76554E-02   -1.23742E+00   -6.50559E-01    1.24352E-02    1.12877E-02
  3.64936E+00    6.66574E-01    8.08244E-02    7.74821E-02   -1.23550E+00   -6.51677E-01    1.22278E-02    1.12374E-02
  3.65754E+00    6.66629E-01    8.01485E-02    7.73540E-02   -1.23349E+00   -6.52766E-01    1.20241E-02    1.12003E-02
  3.66572E+00    6.66664E-01    7.94783E-02    7.71791E-02   -1.23141E+00   -6.53827E-01    1.18239E-02    1.11497E-02
  3.67390E+00    6.66679E-01    7.88016E-02    7.70488E-02   -1.22925E+00   -6.54861E-01    1.16234E-02    1.11121E-02
  3.68208E+00    6.66674E-01    7.81064E-02    7.68944E-02   -1.22702E+00   -6.55868E-01    1.14192E-02    1.10676E-02
  3.69027E+00    6.66649E-01    7.73929E-02    7.67383E-02   -1.22471E+00   -6.56848E-01    1.12115E-02    1.10227E-02
  3.69845E+00    6.66605E-01    7.66728E-02    7.65808E-02   -1.22234E+00   -6.57800E-01    1.10039E-02    1.09775E-02
  3.70663E+00    6.66542E-01    7.59688E-02    7.64218E-02   -1.21989E+00   -6.58725E-01    1.08027E-02    1.09320E-02
  3.71481E+00    6.66459E-01    7.52465E-02    7.62616E-02   -1.21737E+00   -6.59621E-01    1.05983E-02    1.08862E-02
  3.72300E+00    6.66357E-01    7.45066E-02    7.61003E-02   -1.21479E+00   -6.60488E-01    1.03909E-02    1.08402E-02
  3.73118E+00    6.66235E-01    7.37714E-02    7.59155E-02   -1.21213E+00   -6.61326E-01    1.01868E-02    1.07876E-02
  3.73936E+00    6.66095E-01    7.30300E-02    7.57525E-02   -1.20941E+00   -6.62135E-01    9.98313E-03    1.07413E-02
  3.74754E+00    6.65936E-01    7.22826E-02    7.55887E-02   -1.20663E+00   -6.62915E-01    9.77984E-03    1.06949E-02
  3.75573E+00    6.65759E-01    7.15187E-02    7.54240E-02   -1.20378E+00   -6.63666E-01    9.57419E-03    1.06484E-02
  3.76391E+00    6.65562E-01    7.07593E-02    7.52585E-02   -1.20087E+00   -6.64390E-01    9.37197E-03    1.06017E-02
  3.77209E+00    6.65348E-01    6.99833E-02    7.50696E-02   -1.19791E+00   -6.65086E-01    9.16752E-03    1.05485E-02
  3.78027E+00    6.65114E-01    6.92005E-02    7.48798E-02   -1.19488E+00   -6.65756E-01    8.96359E-03    1.04952E-02
  3.78846E+00    6.64863E-01    6.84208E-02    7.47330E-02   -1.19181E+00   -6.66399E-01    8.76275E-03    1.04541E-02
  3.79664E+00    6.64593E-01    6.76235E-02    7.45405E-02   -1.18868E+00   -6.67016E-01    8.55970E-03    1.04003E-02
  3.80482E+00    6.64305E-01    6.68186E-02    7.43687E-02   -1.18551E+00   -6.67605E-01    8.35714E-03    1.03525E-02
  3.81300E+00    6.64000E-01    6.60157E-02    7.41955E-02   -1.18228E+00   -6.68168E-01    8.15752E-03    1.03043E-02
  3.82119E+00    6.63676E-01    6.51953E-02    7.39991E-02   -1.17901E+00   -6.68704E-01    7.95602E-03    1.02498E-02
  3.82937E+00    6.63334E-01    6.43671E-02    7.38235E-02   -1.17570E+00   -6.69212E-01    7.75517E-03    1.02012E-02
  3.83755E+00    6.62975E-01    6.35308E-02    7.36250E-02   -1.17234E+00   -6.69691E-01    7.55495E-03    1.01465E-02
  3.84573E+00    6.62598E-01    6.26854E-02    7.34258E-02   -1.16895E+00   -6.70143E-01    7.35522E-03    1.00916E-02
  3.85392E+00    6.62204E-01    6.18302E-02    7.32474E-02   -1.16552E+00   -6.70566E-01    7.15592E-03    1.00426E-02
  3.86210E+00    6.61792E-01    6.09649E-02    7.30681E-02   -1.16205E+00   -6.70962E-01    6.95701E-03    9.99353E-03
  3.87028E+00    6.61362E-01    6.00891E-02    7.28878E-02   -1.15854E+00   -6.71330E-01    6.75858E-03    9.94427E-03
  3.87846E+00    6.60915E-01    5.92030E-02    7.26849E-02   -1.15500E+00   -6.71671E-01    6.56070E-03    9.88900E-03
  3.88664E+00    6.60450E-01    5.83062E-02    7.24811E-02   -1.15143E+00   -6.71986E-01    6.36344E-03    9.83362E-03
  3.89483E+00    6.59968E-01    5.73899E-02    7.22976E-02   -1.14783E+00   -6.72275E-01    6.16502E-03    9.78389E-03
  3.90301E+00    6.59469E-01    5.64792E-02    7.20916E-02   -1.14420E+00   -6.72536E-01    5.97090E-03    9.72821E-03
  3.91119E+00    6.58952E-01    5.55405E-02    7.19058E-02   -1.14055E+00   -6.72773E-01    5.77408E-03    9.67811E-03
  3.91937E+00    6.58419E-01    5.45925E-02    7.16975E-02   -1.13687E+00   -6.72982E-01    5.57865E-03    9.62212E-03
  3.92756E+00    6.57869E-01    5.36443E-02    7.14670E-02   -1.13318E+00   -6.73166E-01    5.38655E-03    9.56037E-03
  3.93574E+00    6.57302E-01    5.26889E-02    7.12777E-02   -1.12947E+00   -6.73324E-01    5.19639E-03    9.50980E-03
  3.94392E+00    6.56718E-01    5.17196E-02    7.10664E-02   -1.12574E+00   -6.73455E-01    5.00696E-03    9.45349E-03
  3.95210E+00    6.56119E-01    5.07455E-02    7.08750E-02   -1.12201E+00   -6.73561E-01    4.82012E-03    9.40262E-03
  3.96029E+00    6.55504E-01    4.97745E-02    7.06616E-02   -1.11827E+00   -6.73642E-01    4.63743E-03    9.34609E-03
  3.96847E+00    6.54873E-01    4.87998E-02    7.04264E-02   -1.11452E+00   -6.73697E-01    4.45758E-03    9.28398E-03
  3.97665E+00    6.54226E-01    4.78146E-02    7.02315E-02   -1.11078E+00   -6.73729E-01    4.27941E-03    9.23266E-03
  3.98483E+00    6.53564E-01    4.68245E-02    7.00145E-02   -1.10704E+00   -6.73736E-01    4.10403E-03    9.17571E-03
  3.99302E+00    6.52887E-01    4.58335E-02    6.97962E-02   -1.10330E+00   -6.73720E-01    3.93215E-03    9.11859E-03
  4.00120E+00    6.52194E-01    4.48259E-02    6.95766E-02   -1.09957E+00   -6.73679E-01    3.76116E-03    9.06130E-03
  4.00938E+00    6.51485E-01    4.38070E-02    6.93760E-02   -1.09586E+00   -6.73615E-01    3.59212E-03    9.00912E-03
  4.01756E+00    6.50761E-01    4.27757E-02    6.91536E-02   -1.09215E+00   -6.73527E-01    3.42497E-03    8.95143E-03
  4.02575E+00    6.50021E-01    4.17306E-02    6.89298E-02   -1.08845E+00   -6.73415E-01    3.25966E-03    8.89359E-03
  4.03393E+00    6.49264E-01    4.06766E-02    6.87046E-02   -1.08477E+00   -6.73278E-01    3.09708E-03    8.83558E-03
  4.04211E+00    6.48492E-01    3.95944E-02    6.84580E-02   -1.08111E+00   -6.73118E-01    2.93448E-03    8.77228E-03
  4.05029E+00    6.47703E-01    3.85009E-02    6.82304E-02   -1.07746E+00   -6.72933E-01    2.77463E-03    8.71403E-03
  4.05848E+00    6.46898E-01    3.73910E-02    6.80214E-02   -1.07383E+00   -6.72723E-01    2.61696E-03    8.66074E-03
  4.06666E+00    6.46077E-01    3.62662E-02    6.77915E-02   -1.07023E+00   -6.72488E-01    2.46188E-03    8.60229E-03
  4.07484E+00    6.45241E-01    3.51276E-02    6.75607E-02   -1.06665E+00   -6.72228E-01    2.30972E-03    8.54381E-03
  4.08302E+00    6.44389E-01    3.39758E-02    6.73291E-02   -1.06310E+00   -6.71943E-01    2.16075E-03    8.48534E-03
  4.09121E+00    6.43522E-01    3.28113E-02    6.70968E-02   -1.05957E+00   -6.71633E-01    2.01517E-03    8.42689E-03
  4.09939E+00    6.42640E-01    3.16341E-02    6.68638E-02   -1.05608E+00   -6.71299E-01    1.87316E-03    8.36846E-03
  4.10757E+00    6.41743E-01    3.04391E-02    6.66300E-02   -1.05262E+00   -6.70941E-01    1.73431E-03    8.31003E-03
  4.11575E+00    6.40832E-01    2.92345E-02    6.63760E-02   -1.04921E+00   -6.70560E-01    1.59976E-03    8.24679E-03
  4.12394E+00    6.39906E-01    2.80141E-02    6.61403E-02   -1.04583E+00   -6.70157E-01    1.46898E-03    8.18835E-03
  4.13212E+00    6.38966E-01    2.67715E-02    6.59036E-02   -1.04249E+00   -6.69733E-01    1.34156E-03    8.12982E-03
  4.14030E+00    6.38011E-01    2.55117E-02    6.56655E-02   -1.03920E+00   -6.69287E-01    1.21826E-03    8.07119E-03
  4.14848E+00    6.37043E-01    2.42275E-02    6.54070E-02   -1.03595E+00   -6.68819E-01    1.09870E-03    8.00778E-03
  4.15666E+00    6.36060E-01    2.29119E-02    6.51662E-02   -1.03275E+00   -6.68331E-01    9.82618E-04    7.94893E-03
  4.16485E+00    6.35064E-01    2.15638E-02    6.49240E-02   -1.02960E+00   -6.67821E-01    8.70389E-04    7.88996E-03
  4.17303E+00    6.34053E-01    2.01795E-02    6.46617E-02   -1.02649E+00   -6.67290E-01    7.62226E-04    7.82633E-03
  4.18121E+00    6.33029E-01    1.87467E-02    6.44356E-02   -1.02343E+00   -6.66737E-01    6.57828E-04    7.77168E-03
  4.18939E+00    6.31990E-01    1.72500E-02    6.41895E-02   -1.02042E+00   -6.66163E-01    5.56981E-04    7.71243E-03
  4.19758E+00    6.30938E-01    1.56739E-02    6.39237E-02   -1.01747E+00   -6.65567E-01    4.59850E-04    7.64868E-03
  4.20576E+00    6.29873E-01    1.39898E-02    6.36754E-02   -1.01457E+00   -6.64949E-01    3.66340E-04    7.58938E-03
  4.21394E+00    6.28793E-01    1.21530E-02    6.33895E-02   -1.01172E+00   -6.64311E-01    2.76460E-04    7.52138E-03
  4.22212E+00    6.27700E-01    1.00733E-02    6.31576E-02   -1.00892E+00   -6.63651E-01    1.89935E-04    7.46645E-03
  4.23031E+00    6.26593E-01    7.55352E-03    6.29064E-02   -1.00619E+00   -6.62971E-01    1.06798E-04    7.40719E-03
  4.23849E+00    6.25472E-01    3.79471E-03    6.26361E-02   -1.00351E+00   -6.62271E-01    2.69538E-05    7.34367E-03
  4.24667E+00    6.24338E-01   -5.15116E-03    6.23647E-02   -1.00088E+00   -6.61551E-01   -4.96676E-05    7.28017E-03
  4.25485E+00    6.23190E-01   -8.11093E-03    6.21100E-02   -9.98309E-01   -6.60813E-01   -1.23142E-04    7.22083E-03
  4.26304E+00    6.22029E-01   -1.01693E-02    6.18539E-02   -9.95793E-01   -6.60055E-01   -1.93572E-04    7.16141E-03
  4.27122E+00    6.20853E-01   -1.18062E-02    6.15788E-02   -9.93332E-01   -6.59279E-01   -2.60904E-04    7.09784E-03
  4.27940E+00    6.19665E-01   -1.31807E-02    6.13201E-02   -9.90924E-01   -6.58483E-01   -3.25192E-04    7.03833E-03
  4.28758E+00    6.18463E-01   -1.43689E-02    6.10253E-02   -9.88569E-01   -6.57669E-01   -3.86465E-04    6.97080E-03
  4.29577E+00    6.17247E-01   -1.54124E-02    6.07818E-02   -9.86266E-01   -6.56835E-01   -4.44636E-04    6.91529E-03
  4.30395E+00    6.16019E-01   -1.63460E-02    6.05024E-02   -9.84016E-01   -6.55982E-01   -5.00135E-04    6.85186E-03
  4.31213E+00    6.14777E-01   -1.71803E-02    6.02222E-02   -9.81817E-01   -6.55111E-01   -5.52490E-04    6.78854E-03
  4.32031E+00    6.13522E-01   -1.79367E-02    5.99582E-02   -9.79670E-01   -6.54221E-01   -6.02212E-04    6.72917E-03
  4.32850E+00    6.12254E-01   -1.86243E-02    5.96763E-02   -9.77574E-01   -6.53313E-01   -6.49269E-04    6.66604E-03
  4.33668E+00    6.10973E-01   -1.92496E-02    5.93937E-02   -9.75530E-01   -6.52387E-01   -6.93595E-04    6.60304E-03
  4.34486E+00    6.09679E-01   -1.98282E-02    5.91270E-02   -9.73539E-01   -6.51444E-01   -7.35917E-04    6.54388E-03
  4.35304E+00    6.08372E-01   -2.03547E-02    5.88424E-02   -9.71597E-01   -6.50484E-01   -7.75523E-04    6.48104E-03
  4.36122E+00    6.07053E-01   -2.08423E-02    5.85733E-02   -9.69706E-01   -6.49509E-01   -8.13121E-04    6.42190E-03
  4.36941E+00    6.05721E-01   -2.12889E-02    5.82698E-02   -9.67864E-01   -6.48517E-01   -8.48338E-04    6.35550E-03
  4.37759E+00    6.04376E-01   -2.17036E-02    5.80144E-02   -9.66069E-01   -6.47509E-01   -8.81716E-04    6.29993E-03
  4.38577E+00    6.03019E-01   -2.20861E-02    5.77249E-02   -9.64321E-01   -6.46485E-01   -9.13066E-04    6.23719E-03
  4.39395E+00    6.01650E-01   -2.24353E-02    5.74343E-02   -9.62618E-01   -6.45445E-01   -9.42164E-04    6.17456E-03
  4.40214E+00    6.00268E-01   -2.27598E-02    5.71430E-02   -9.60960E-01   -6.44388E-01   -9.69619E-04    6.11208E-03
  4.41032E+00    5.98874E-01   -2.30529E-02    5.68510E-02   -9.59342E-01   -6.43314E-01   -9.94752E-04    6.04978E-03
  4.41850E+00    5.97467E-01   -2.33187E-02    5.65745E-02   -9.57765E-01   -6.42223E-01   -1.01782E-03    5.99107E-03
  4.42668E+00    5.96048E-01   -2.35635E-02    5.62655E-02   -9.56227E-01   -6.41116E-01   -1.03931E-03    5.92582E-03
  4.43487E+00    5.94617E-01   -2.37823E-02    5.59878E-02   -9.54729E-01   -6.39994E-01   -1.05869E-03    5.86747E-03
  4.44305E+00    5.93174E-01   -2.39831E-02    5.56938E-02   -9.53269E-01   -6.38857E-01   -1.07665E-03    5.80600E-03
  4.45123E+00    5.91719E-01   -2.41726E-02    5.54148E-02   -9.51847E-01   -6.37704E-01   -1.09373E-03    5.74798E-03
  4.45941E+00    5.90251E-01   -2.43435E-02    5.51196E-02   -9.50460E-01   -6.36537E-01   -1.10925E-03    5.68690E-03
  4.46760E+00    5.88772E-01   -2.44929E-02    5.48084E-02   -9.49108E-01   -6.35356E-01   -1.12290E-03    5.62286E-03
  4.47578E+00    5.87280E-01   -2.46255E-02    5.45119E-02   -9.47792E-01   -6.34161E-01   -1.13510E-03    5.56220E-03
  4.48396E+00    5.85777E-01   -2.47350E-02    5.42300E-02   -9.46513E-01   -6.32953E-01   -1.14521E-03    5.50481E-03
  4.49214E+00    5.84261E-01   -2.48183E-02    5.39321E-02   -9.45272E-01   -6.31731E-01   -1.15294E-03    5.44451E-03
  4.50033E+00    5.82735E-01   -2.48569E-02    5.36188E-02   -9.44068E-01   -6.30496E-01   -1.15653E-03    5.38142E-03
  4.50851E+00    5.81197E-01   -2.48720E-02    5.33350E-02   -9.42905E-01   -6.29248E-01   -1.15793E-03    5.32462E-03
  4.51669E+00    5.79648E-01   -2.48383E-02    5.30361E-02   -9.41776E-01   -6.27986E-01   -1.15480E-03    5.26510E-03
  4.52487E+00    5.78087E-01   -2.47892E-02    5.27371E-02   -9.40697E-01   -6.26713E-01   -1.15024E-03    5.20589E-03
  4.53306E+00    5.76517E-01   -2.47149E-02    5.24378E-02   -9.39658E-01   -6.25427E-01   -1.14336E-03    5.14697E-03
  4.54124E+00    5.74935E-01   -2.46260E-02    5.21236E-02   -9.38664E-01   -6.24130E-01   -1.13515E-03    5.08549E-03
  4.54942E+00    5.73344E-01   -2.44967E-02    5.18380E-02   -9.37711E-01   -6.22823E-01   -1.12326E-03    5.02991E-03
  4.55760E+00    5.71742E-01   -2.42958E-02    5.15373E-02   -9.36808E-01   -6.21505E-01   -1.10491E-03    4.97172E-03
  4.56579E+00    5.70130E-01   -2.40603E-02    5.12360E-02   -9.35965E-01   -6.20177E-01   -1.08359E-03    4.91376E-03
  4.57397E+00    5.68507E-01   -2.37896E-02    5.09341E-02   -9.35181E-01   -6.18840E-01   -1.05935E-03    4.85603E-03
  4.58215E+00    5.66874E-01   -2.35194E-02    5.06177E-02   -9.34464E-01   -6.17493E-01   -1.03542E-03    4.79587E-03
  4.59033E+00    5.65230E-01   -2.32947E-02    5.03287E-02   -9.33810E-01   -6.16137E-01   -1.01573E-03    4.74127E-03
  4.59852E+00    5.63576E-01   -2.30932E-02    5.00253E-02   -9.33205E-01   -6.14770E-01   -9.98231E-04    4.68428E-03
  4.60670E+00    5.61912E-01   -2.29386E-02    4.97079E-02   -9.32654E-01   -6.13396E-01   -9.84913E-04    4.62503E-03
  4.61488E+00    5.60236E-01   -2.28481E-02    4.94176E-02   -9.32146E-01   -6.12012E-01   -9.77158E-04    4.57116E-03
  4.62306E+00    5.58551E-01   -2.28384E-02    4.91134E-02   -9.31682E-01   -6.10619E-01   -9.76322E-04    4.51506E-03
  4.63124E+00    5.56854E-01   -2.29080E-02    4.87956E-02   -9.31251E-01   -6.09218E-01   -9.82286E-04    4.45683E-03
  4.63943E+00    5.55147E-01   -2.31388E-02    4.84912E-02   -9.30864E-01   -6.07809E-01   -1.00218E-03    4.40139E-03
  4.64761E+00    5.53430E-01   -2.34585E-02    4.81866E-02   -9.30467E-01   -6.06392E-01   -1.03006E-03    4.34626E-03
  4.65579E+00    5.51701E-01   -2.38072E-02    4.78687E-02   -9.30064E-01   -6.04968E-01   -1.06091E-03    4.28911E-03
  4.66397E+00    5.49962E-01   -2.41506E-02    4.75770E-02   -9.29637E-01   -6.03536E-01   -1.09174E-03    4.23699E-03
  4.67216E+00    5.48213E-01   -2.45728E-02    4.72593E-02   -9.29229E-01   -6.02098E-01   -1.13024E-03    4.18060E-03
  4.68034E+00    5.46453E-01   -2.51000E-02    4.69549E-02   -9.28792E-01   -6.00652E-01   -1.17927E-03    4.12691E-03
  4.68852E+00    5.44683E-01   -2.56939E-02    4.66506E-02   -9.28293E-01   -5.99201E-01   -1.23573E-03    4.07360E-03
  4.69670E+00    5.42902E-01   -2.63325E-02    4.63467E-02   -9.27711E-01   -5.97744E-01   -1.29792E-03    4.02070E-03
  4.70489E+00    5.41111E-01   -2.71472E-02    4.60306E-02   -9.27086E-01   -5.96281E-01   -1.37948E-03    3.96603E-03
  4.71307E+00    5.39311E-01   -2.80270E-02    4.57147E-02   -9.26334E-01   -5.94815E-01   -1.47034E-03    3.91180E-03
  4.72125E+00    5.37501E-01   -2.87897E-02    4.54111E-02   -9.25446E-01   -5.93344E-01   -1.55145E-03    3.86001E-03
  4.72943E+00    5.35683E-01   -2.94875E-02    4.51073E-02   -9.24445E-01   -5.91870E-01   -1.62757E-03    3.80852E-03
  4.73762E+00    5.33856E-01   -3.00818E-02    4.48028E-02   -9.23322E-01   -5.90394E-01   -1.69383E-03    3.75729E-03
  4.74580E+00    5.32021E-01   -3.07297E-02    4.44858E-02   -9.22117E-01   -5.88914E-01   -1.76759E-03    3.70430E-03
  4.75398E+00    5.30177E-01   -3.14898E-02    4.41923E-02   -9.20798E-01   -5.87431E-01   -1.85611E-03    3.65559E-03
  4.76216E+00    5.28326E-01   -3.23075E-02    4.38747E-02   -9.19324E-01   -5.85945E-01   -1.95376E-03    3.60322E-03
  4.77035E+00    5.26468E-01   -3.30322E-02    4.35688E-02   -9.17674E-01   -5.84454E-01   -2.04239E-03    3.55315E-03
