%
% The data in this file was extracted from a direct numerical simulation
% of turbulent channel flow over a bump. Particulars are listed
% below.
%
% References:
%
%   M. Marquillie and J.-P. Laval (2007) "Direct Numerical 
%   Simulation of a separated channel flow with a smooth profile",
%   to appear in Journal of Turbulence
%
%  X	: Streamwise coordinates
%  Y0	: Normal coordinates of the lower wall
%  Y1	: Normal coordinates of the upper wall 
%  Utau0: Friction velocity at the lower wall
%  Utau1: Friction velocity at the upper wall
%  Cp0	: Pressure coefficient at the lower wall
%  Cp1	: Pressure coefficient at the upper wall
%  Cf0	: Skin friction coefficient at the lower wall
%  Cf1	: Skin friction coefficient at the upper wall
%
%  Y1 =  2
%  Re =  7900
%  Uo =  max(U(x=0,y)) = 1.03367
%  Po =  P(x=12,y=1)
%  Cf = (1/Re*(dU/dy))/(0.5*Uo^2)
%  Cp = (P-Po)/(0.5*Uo^2)
%  Nx = 1536
%
% Date File Created: November 5, 2007
%
%         X           Y0           Utau0          Utau1           Cp0           Cp1             Cf0             Cf1
  6.25136E+00    1.53414E-01    4.17112E-02    4.03895E-02   -7.75862E-02   -2.45875E-01    3.25663E-03    3.05351E-03
  6.25954E+00    1.51677E-01    4.17807E-02    4.07515E-02   -7.57527E-02   -2.43668E-01    3.26750E-03    3.10850E-03
  6.26773E+00    1.49947E-01    4.18552E-02    4.11227E-02   -7.39391E-02   -2.41471E-01    3.27916E-03    3.16539E-03
  6.27591E+00    1.48226E-01    4.18920E-02    4.15015E-02   -7.21688E-02   -2.39317E-01    3.28493E-03    3.22397E-03
  6.28409E+00    1.46511E-01    4.18866E-02    4.18461E-02   -7.04017E-02   -2.37229E-01    3.28408E-03    3.27773E-03
  6.29227E+00    1.44804E-01    4.18709E-02    4.21402E-02   -6.86261E-02   -2.35169E-01    3.28162E-03    3.32397E-03
  6.30046E+00    1.43103E-01    4.18387E-02    4.24383E-02   -6.68432E-02   -2.33099E-01    3.27658E-03    3.37115E-03
  6.30864E+00    1.41410E-01    4.17859E-02    4.27561E-02   -6.50695E-02   -2.31040E-01    3.26832E-03    3.42184E-03
  6.31682E+00    1.39725E-01    4.17838E-02    4.30251E-02   -6.32676E-02   -2.29002E-01    3.26799E-03    3.46503E-03
  6.32500E+00    1.38049E-01    4.18674E-02    4.32786E-02   -6.14944E-02   -2.26967E-01    3.28108E-03    3.50599E-03
  6.33319E+00    1.36381E-01    4.19123E-02    4.35628E-02   -5.98008E-02   -2.24930E-01    3.28811E-03    3.55219E-03
  6.34137E+00    1.34722E-01    4.18488E-02    4.38451E-02   -5.81893E-02   -2.22910E-01    3.27815E-03    3.59838E-03
  6.34955E+00    1.33073E-01    4.16948E-02    4.41096E-02   -5.65750E-02   -2.20908E-01    3.25408E-03    3.64192E-03
  6.35773E+00    1.31434E-01    4.15949E-02    4.43841E-02   -5.49089E-02   -2.18932E-01    3.23850E-03    3.68739E-03
  6.36592E+00    1.29805E-01    4.15710E-02    4.46447E-02   -5.32397E-02   -2.16975E-01    3.23478E-03    3.73081E-03
  6.37410E+00    1.28187E-01    4.15425E-02    4.49003E-02   -5.16115E-02   -2.15034E-01    3.23035E-03    3.77366E-03
  6.38228E+00    1.26579E-01    4.15153E-02    4.51484E-02   -5.00112E-02   -2.13115E-01    3.22612E-03    3.81547E-03
  6.39046E+00    1.24980E-01    4.15508E-02    4.53815E-02   -4.84065E-02   -2.11231E-01    3.23164E-03    3.85496E-03
  6.39864E+00    1.23390E-01    4.15967E-02    4.55715E-02   -4.68448E-02   -2.09387E-01    3.23878E-03    3.88731E-03
  6.40683E+00    1.21810E-01    4.16323E-02    4.57514E-02   -4.53019E-02   -2.07561E-01    3.24432E-03    3.91808E-03
  6.41501E+00    1.20237E-01    4.16823E-02    4.59611E-02   -4.37811E-02   -2.05731E-01    3.25213E-03    3.95407E-03
  6.42319E+00    1.18673E-01    4.17481E-02    4.61803E-02   -4.22691E-02   -2.03916E-01    3.26240E-03    3.99188E-03
  6.43137E+00    1.17116E-01    4.18354E-02    4.63922E-02   -4.07681E-02   -2.02137E-01    3.27606E-03    4.02860E-03
  6.43956E+00    1.15566E-01    4.19163E-02    4.65714E-02   -3.92961E-02   -2.00396E-01    3.28875E-03    4.05977E-03
  6.44774E+00    1.14024E-01    4.19695E-02    4.67377E-02   -3.78660E-02   -1.98652E-01    3.29709E-03    4.08882E-03
  6.45592E+00    1.12489E-01    4.19948E-02    4.69357E-02   -3.64623E-02   -1.96883E-01    3.30107E-03    4.12353E-03
  6.46410E+00    1.10964E-01    4.20445E-02    4.71796E-02   -3.50616E-02   -1.95127E-01    3.30888E-03    4.16650E-03
  6.47229E+00    1.09447E-01    4.21180E-02    4.73684E-02   -3.37023E-02   -1.93414E-01    3.32047E-03    4.19993E-03
  6.48047E+00    1.07940E-01    4.21818E-02    4.75519E-02   -3.23998E-02   -1.91721E-01    3.33053E-03    4.23252E-03
  6.48865E+00    1.06442E-01    4.21859E-02    4.77484E-02   -3.11681E-02   -1.90029E-01    3.33118E-03    4.26757E-03
  6.49683E+00    1.04956E-01    4.21581E-02    4.79707E-02   -2.99385E-02   -1.88357E-01    3.32679E-03    4.30740E-03
  6.50502E+00    1.03480E-01    4.21667E-02    4.81730E-02   -2.86843E-02   -1.86714E-01    3.32816E-03    4.34382E-03
  6.51320E+00    1.02015E-01    4.22142E-02    4.83603E-02   -2.74092E-02   -1.85097E-01    3.33565E-03    4.37765E-03
  6.52138E+00    1.00561E-01    4.22766E-02    4.85563E-02   -2.61282E-02   -1.83486E-01    3.34553E-03    4.41321E-03
  6.52956E+00    9.91187E-02    4.23266E-02    4.87615E-02   -2.48514E-02   -1.81901E-01    3.35345E-03    4.45058E-03
  6.53775E+00    9.76863E-02    4.23639E-02    4.89523E-02   -2.35689E-02   -1.80358E-01    3.35935E-03    4.48548E-03
  6.54593E+00    9.62639E-02    4.24149E-02    4.91393E-02   -2.22831E-02   -1.78849E-01    3.36745E-03    4.51982E-03
  6.55411E+00    9.48513E-02    4.24484E-02    4.93046E-02   -2.10307E-02   -1.77364E-01    3.37277E-03    4.55029E-03
  6.56229E+00    9.34481E-02    4.24607E-02    4.94504E-02   -1.97909E-02   -1.75900E-01    3.37471E-03    4.57724E-03
  6.57048E+00    9.20541E-02    4.24952E-02    4.95671E-02   -1.85406E-02   -1.74438E-01    3.38021E-03    4.59886E-03
  6.57866E+00    9.06689E-02    4.25518E-02    4.97185E-02   -1.72812E-02   -1.72967E-01    3.38922E-03    4.62701E-03
  6.58684E+00    8.92922E-02    4.26421E-02    4.98647E-02   -1.60146E-02   -1.71500E-01    3.40362E-03    4.65426E-03
  6.59502E+00    8.79247E-02    4.27208E-02    4.99984E-02   -1.47907E-02   -1.70073E-01    3.41619E-03    4.67924E-03
  6.60321E+00    8.65663E-02    4.27190E-02    5.01091E-02   -1.36249E-02   -1.68675E-01    3.41590E-03    4.69998E-03
  6.61139E+00    8.52175E-02    4.26881E-02    5.02209E-02   -1.24644E-02   -1.67283E-01    3.41096E-03    4.72098E-03
  6.61957E+00    8.38783E-02    4.26758E-02    5.03407E-02   -1.12955E-02   -1.65898E-01    3.40900E-03    4.74353E-03
  6.62775E+00    8.25492E-02    4.26607E-02    5.04673E-02   -1.01296E-02   -1.64531E-01    3.40658E-03    4.76741E-03
  6.63593E+00    8.12303E-02    4.26519E-02    5.05731E-02   -8.94747E-03   -1.63195E-01    3.40519E-03    4.78743E-03
  6.64412E+00    7.99219E-02    4.26850E-02    5.06440E-02   -7.73745E-03   -1.61882E-01    3.41046E-03    4.80087E-03
  6.65230E+00    7.86242E-02    4.27653E-02    5.07063E-02   -6.51898E-03   -1.60577E-01    3.42332E-03    4.81268E-03
  6.66048E+00    7.73372E-02    4.28517E-02    5.07559E-02   -5.32417E-03   -1.59277E-01    3.43716E-03    4.82210E-03
  6.66866E+00    7.60608E-02    4.29212E-02    5.07976E-02   -4.14894E-03   -1.57969E-01    3.44832E-03    4.83004E-03
  6.67685E+00    7.47949E-02    4.29960E-02    5.08530E-02   -2.97460E-03   -1.56628E-01    3.46035E-03    4.84057E-03
  6.68503E+00    7.35393E-02    4.30765E-02    5.09271E-02   -1.80651E-03   -1.55267E-01    3.47331E-03    4.85468E-03
  6.69321E+00    7.22937E-02    4.31676E-02    5.10015E-02   -6.45837E-04   -1.53912E-01    3.48802E-03    4.86888E-03
  6.70139E+00    7.10581E-02    4.32847E-02    5.11086E-02    5.03355E-04   -1.52568E-01    3.50698E-03    4.88936E-03
  6.70958E+00    6.98324E-02    4.34030E-02    5.11976E-02    1.61378E-03   -1.51230E-01    3.52616E-03    4.90640E-03
  6.71776E+00    6.86164E-02    4.34810E-02    5.13031E-02    2.67147E-03   -1.49895E-01    3.53885E-03    4.92664E-03
  6.72594E+00    6.74100E-02    4.35332E-02    5.14090E-02    3.70030E-03   -1.48566E-01    3.54735E-03    4.94700E-03
  6.73412E+00    6.62133E-02    4.35342E-02    5.15330E-02    4.69639E-03   -1.47260E-01    3.54751E-03    4.97089E-03
  6.74231E+00    6.50268E-02    4.34846E-02    5.16377E-02    5.69451E-03   -1.45994E-01    3.53944E-03    4.99111E-03
  6.75049E+00    6.38502E-02    4.34607E-02    5.17312E-02    6.73525E-03   -1.44770E-01    3.53556E-03    5.00920E-03
  6.75867E+00    6.26840E-02    4.34873E-02    5.17874E-02    7.81133E-03   -1.43575E-01    3.53988E-03    5.02009E-03
  6.76685E+00    6.15282E-02    4.35596E-02    5.18388E-02    8.89568E-03   -1.42384E-01    3.55165E-03    5.03007E-03
  6.77504E+00    6.03829E-02    4.36449E-02    5.18881E-02    9.96214E-03   -1.41186E-01    3.56559E-03    5.03964E-03
  6.78322E+00    5.92484E-02    4.37150E-02    5.19630E-02    1.10077E-02   -1.39989E-01    3.57704E-03    5.05420E-03
  6.79140E+00    5.81248E-02    4.37891E-02    5.20316E-02    1.20550E-02   -1.38811E-01    3.58918E-03    5.06755E-03
  6.79958E+00    5.70121E-02    4.38836E-02    5.21019E-02    1.31119E-02   -1.37666E-01    3.60469E-03    5.08126E-03
  6.80777E+00    5.59103E-02    4.39984E-02    5.21537E-02    1.41725E-02   -1.36553E-01    3.62357E-03    5.09136E-03
  6.81595E+00    5.48194E-02    4.41352E-02    5.21799E-02    1.52170E-02   -1.35461E-01    3.64614E-03    5.09648E-03
  6.82413E+00    5.37393E-02    4.42861E-02    5.22080E-02    1.62266E-02   -1.34385E-01    3.67112E-03    5.10197E-03
  6.83231E+00    5.26699E-02    4.44331E-02    5.22230E-02    1.71910E-02   -1.33317E-01    3.69553E-03    5.10489E-03
  6.84050E+00    5.16111E-02    4.45582E-02    5.22172E-02    1.81104E-02   -1.32239E-01    3.71637E-03    5.10377E-03
  6.84868E+00    5.05631E-02    4.46607E-02    5.22256E-02    1.90092E-02   -1.31131E-01    3.73349E-03    5.10540E-03
  6.85686E+00    4.95256E-02    4.47677E-02    5.22886E-02    1.99200E-02   -1.29999E-01    3.75139E-03    5.11773E-03
  6.86504E+00    4.84987E-02    4.48912E-02    5.23396E-02    2.08437E-02   -1.28874E-01    3.77212E-03    5.12772E-03
  6.87323E+00    4.74824E-02    4.50146E-02    5.24184E-02    2.17563E-02   -1.27775E-01    3.79290E-03    5.14318E-03
  6.88141E+00    4.64767E-02    4.51014E-02    5.24798E-02    2.26335E-02   -1.26696E-01    3.80753E-03    5.15523E-03
  6.88959E+00    4.54817E-02    4.51429E-02    5.25273E-02    2.34903E-02   -1.25627E-01    3.81455E-03    5.16455E-03
  6.89777E+00    4.44972E-02    4.51852E-02    5.25803E-02    2.43578E-02   -1.24553E-01    3.82169E-03    5.17500E-03
  6.90595E+00    4.35234E-02    4.52497E-02    5.26595E-02    2.52313E-02   -1.23479E-01    3.83262E-03    5.19059E-03
  6.91414E+00    4.25606E-02    4.53306E-02    5.27452E-02    2.61084E-02   -1.22422E-01    3.84633E-03    5.20751E-03
  6.92232E+00    4.16084E-02    4.54384E-02    5.28318E-02    2.69841E-02   -1.21393E-01    3.86465E-03    5.22462E-03
  6.93050E+00    4.06671E-02    4.55504E-02    5.28785E-02    2.78354E-02   -1.20390E-01    3.88372E-03    5.23386E-03
  6.93868E+00    3.97365E-02    4.56352E-02    5.29146E-02    2.86619E-02   -1.19390E-01    3.89820E-03    5.24101E-03
  6.94687E+00    3.88169E-02    4.57097E-02    5.29826E-02    2.94793E-02   -1.18376E-01    3.91093E-03    5.25449E-03
  6.95505E+00    3.79083E-02    4.57822E-02    5.30553E-02    3.02812E-02   -1.17364E-01    3.92335E-03    5.26891E-03
  6.96323E+00    3.70106E-02    4.58429E-02    5.31262E-02    3.10602E-02   -1.16373E-01    3.93375E-03    5.28301E-03
  6.97141E+00    3.61238E-02    4.58978E-02    5.31873E-02    3.18189E-02   -1.15405E-01    3.94319E-03    5.29517E-03
  6.97960E+00    3.52482E-02    4.59383E-02    5.32409E-02    3.25543E-02   -1.14461E-01    3.95015E-03    5.30585E-03
  6.98778E+00    3.43836E-02    4.59749E-02    5.32736E-02    3.32899E-02   -1.13545E-01    3.95645E-03    5.31236E-03
  6.99596E+00    3.35301E-02    4.60345E-02    5.32954E-02    3.40388E-02   -1.12644E-01    3.96671E-03    5.31671E-03
  7.00414E+00    3.26879E-02    4.61309E-02    5.33358E-02    3.47877E-02   -1.11742E-01    3.98335E-03    5.32477E-03
  7.01233E+00    3.18568E-02    4.62487E-02    5.33700E-02    3.55057E-02   -1.10833E-01    4.00371E-03    5.33161E-03
  7.02051E+00    3.10366E-02    4.63622E-02    5.34128E-02    3.61804E-02   -1.09920E-01    4.02338E-03    5.34016E-03
  7.02869E+00    3.02278E-02    4.64628E-02    5.34583E-02    3.68212E-02   -1.09012E-01    4.04086E-03    5.34925E-03
  7.03687E+00    2.94299E-02    4.65521E-02    5.34863E-02    3.74375E-02   -1.08113E-01    4.05641E-03    5.35487E-03
  7.04506E+00    2.86428E-02    4.66375E-02    5.35285E-02    3.80452E-02   -1.07218E-01    4.07131E-03    5.36332E-03
  7.05324E+00    2.78666E-02    4.67241E-02    5.35619E-02    3.86479E-02   -1.06320E-01    4.08644E-03    5.37002E-03
  7.06142E+00    2.71012E-02    4.68065E-02    5.35987E-02    3.92430E-02   -1.05423E-01    4.10086E-03    5.37741E-03
  7.06960E+00    2.63465E-02    4.68808E-02    5.36371E-02    3.98317E-02   -1.04534E-01    4.11390E-03    5.38511E-03
  7.07779E+00    2.56026E-02    4.69364E-02    5.36606E-02    4.04117E-02   -1.03663E-01    4.12366E-03    5.38981E-03
  7.08597E+00    2.48692E-02    4.69770E-02    5.36881E-02    4.09918E-02   -1.02815E-01    4.13079E-03    5.39535E-03
  7.09415E+00    2.41465E-02    4.70200E-02    5.36938E-02    4.15769E-02   -1.01969E-01    4.13837E-03    5.39649E-03
  7.10233E+00    2.34346E-02    4.70662E-02    5.37152E-02    4.21591E-02   -1.01115E-01    4.14650E-03    5.40081E-03
  7.11052E+00    2.27333E-02    4.71151E-02    5.37337E-02    4.27377E-02   -1.00259E-01    4.15512E-03    5.40452E-03
  7.11870E+00    2.20428E-02    4.71815E-02    5.37534E-02    4.33231E-02   -9.94090E-02    4.16684E-03    5.40848E-03
  7.12688E+00    2.13630E-02    4.72711E-02    5.37741E-02    4.39144E-02   -9.85705E-02    4.18269E-03    5.41264E-03
  7.13506E+00    2.06940E-02    4.73895E-02    5.37917E-02    4.45118E-02   -9.77547E-02    4.20366E-03    5.41620E-03
  7.14324E+00    2.00360E-02    4.75356E-02    5.37816E-02    4.51001E-02   -9.69652E-02    4.22961E-03    5.41415E-03
  7.15143E+00    1.93887E-02    4.76902E-02    5.37742E-02    4.56593E-02   -9.61854E-02    4.25717E-03    5.41267E-03
  7.15961E+00    1.87523E-02    4.78244E-02    5.37550E-02    4.61752E-02   -9.53918E-02    4.28117E-03    5.40879E-03
  7.16779E+00    1.81268E-02    4.79273E-02    5.37598E-02    4.66592E-02   -9.45823E-02    4.29962E-03    5.40977E-03
  7.17597E+00    1.75124E-02    4.80110E-02    5.37592E-02    4.71314E-02   -9.37712E-02    4.31464E-03    5.40965E-03
  7.18416E+00    1.69088E-02    4.80946E-02    5.37442E-02    4.76046E-02   -9.29638E-02    4.32968E-03    5.40663E-03
  7.19234E+00    1.63163E-02    4.81911E-02    5.37599E-02    4.80781E-02   -9.21604E-02    4.34707E-03    5.40980E-03
  7.20052E+00    1.57349E-02    4.83034E-02    5.37523E-02    4.85433E-02   -9.13626E-02    4.36737E-03    5.40827E-03
  7.20870E+00    1.51646E-02    4.84219E-02    5.37451E-02    4.89861E-02   -9.05650E-02    4.38882E-03    5.40681E-03
  7.21689E+00    1.46055E-02    4.85327E-02    5.37417E-02    4.93961E-02   -8.97663E-02    4.40892E-03    5.40612E-03
  7.22507E+00    1.40577E-02    4.86315E-02    5.37400E-02    4.97792E-02   -8.89656E-02    4.42689E-03    5.40578E-03
  7.23325E+00    1.35208E-02    4.87205E-02    5.37530E-02    5.01455E-02   -8.81580E-02    4.44311E-03    5.40840E-03
  7.24143E+00    1.29951E-02    4.87992E-02    5.37666E-02    5.05018E-02   -8.73434E-02    4.45747E-03    5.41114E-03
  7.24962E+00    1.24804E-02    4.88665E-02    5.37841E-02    5.08513E-02   -8.65345E-02    4.46978E-03    5.41466E-03
  7.25780E+00    1.19768E-02    4.89419E-02    5.38015E-02    5.12086E-02   -8.57362E-02    4.48358E-03    5.41816E-03
  7.26598E+00    1.14841E-02    4.90280E-02    5.38107E-02    5.15652E-02   -8.49396E-02    4.49937E-03    5.42002E-03
  7.27416E+00    1.10021E-02    4.91121E-02    5.38008E-02    5.19164E-02   -8.41399E-02    4.51483E-03    5.41803E-03
  7.28235E+00    1.05311E-02    4.91872E-02    5.38156E-02    5.22583E-02   -8.33418E-02    4.52863E-03    5.42101E-03
  7.29053E+00    1.00709E-02    4.92641E-02    5.38266E-02    5.26078E-02   -8.25538E-02    4.54281E-03    5.42321E-03
  7.29871E+00    9.62125E-03    4.93427E-02    5.38044E-02    5.29583E-02   -8.17818E-02    4.55732E-03    5.41876E-03
  7.30689E+00    9.18242E-03    4.94225E-02    5.37934E-02    5.33169E-02   -8.10194E-02    4.57207E-03    5.41653E-03
  7.31508E+00    8.75427E-03    4.95237E-02    5.37710E-02    5.36883E-02   -8.02565E-02    4.59082E-03    5.41202E-03
  7.32326E+00    8.33681E-03    4.96395E-02    5.37656E-02    5.40554E-02   -7.94916E-02    4.61232E-03    5.41094E-03
  7.33144E+00    7.93018E-03    4.97560E-02    5.37624E-02    5.44038E-02   -7.87346E-02    4.63397E-03    5.41029E-03
  7.33962E+00    7.53427E-03    4.98775E-02    5.37534E-02    5.47329E-02   -7.79942E-02    4.65665E-03    5.40848E-03
  7.34781E+00    7.14897E-03    4.99876E-02    5.37257E-02    5.50270E-02   -7.72731E-02    4.67722E-03    5.40291E-03
  7.35599E+00    6.77441E-03    5.00881E-02    5.37008E-02    5.52999E-02   -7.65701E-02    4.69604E-03    5.39790E-03
  7.36417E+00    6.41061E-03    5.01876E-02    5.36602E-02    5.55486E-02   -7.58757E-02    4.71473E-03    5.38974E-03
  7.37235E+00    6.05746E-03    5.02694E-02    5.36317E-02    5.57712E-02   -7.51796E-02    4.73011E-03    5.38402E-03
  7.38053E+00    5.71509E-03    5.03484E-02    5.35872E-02    5.59857E-02   -7.44796E-02    4.74499E-03    5.37509E-03
  7.38872E+00    5.38339E-03    5.04187E-02    5.35808E-02    5.61839E-02   -7.37785E-02    4.75825E-03    5.37381E-03
  7.39690E+00    5.06237E-03    5.04742E-02    5.35617E-02    5.63766E-02   -7.30777E-02    4.76873E-03    5.36997E-03
  7.40508E+00    4.75193E-03    5.05303E-02    5.35630E-02    5.65766E-02   -7.23824E-02    4.77933E-03    5.37023E-03
  7.41326E+00    4.45231E-03    5.06138E-02    5.35759E-02    5.67943E-02   -7.16958E-02    4.79515E-03    5.37283E-03
  7.42145E+00    4.16328E-03    5.07367E-02    5.35883E-02    5.70099E-02   -7.10277E-02    4.81845E-03    5.37531E-03
  7.42963E+00    3.88498E-03    5.08722E-02    5.36099E-02    5.71933E-02   -7.03920E-02    4.84422E-03    5.37964E-03
  7.43781E+00    3.61717E-03    5.09973E-02    5.36168E-02    5.73345E-02   -6.97948E-02    4.86809E-03    5.38102E-03
  7.44599E+00    3.35998E-03    5.11115E-02    5.35961E-02    5.74471E-02   -6.92253E-02    4.88991E-03    5.37688E-03
  7.45418E+00    3.11342E-03    5.12291E-02    5.35768E-02    5.75468E-02   -6.86672E-02    4.91244E-03    5.37300E-03
  7.46236E+00    2.87726E-03    5.13589E-02    5.35449E-02    5.76345E-02   -6.81103E-02    4.93736E-03    5.36661E-03
  7.47054E+00    2.65163E-03    5.14912E-02    5.35256E-02    5.76970E-02   -6.75532E-02    4.96283E-03    5.36275E-03
  7.47872E+00    2.43641E-03    5.16131E-02    5.34962E-02    5.77294E-02   -6.70005E-02    4.98636E-03    5.35684E-03
  7.48691E+00    2.23137E-03    5.17283E-02    5.34719E-02    5.77381E-02   -6.64584E-02    5.00865E-03    5.35199E-03
  7.49509E+00    2.03676E-03    5.18416E-02    5.34381E-02    5.77273E-02   -6.59278E-02    5.03061E-03    5.34522E-03
  7.50327E+00    1.85223E-03    5.19515E-02    5.33958E-02    5.77031E-02   -6.54023E-02    5.05195E-03    5.33677E-03
  7.51145E+00    1.67801E-03    5.20620E-02    5.33513E-02    5.76727E-02   -6.48737E-02    5.07348E-03    5.32787E-03
  7.51964E+00    1.51424E-03    5.21793E-02    5.33111E-02    5.76388E-02   -6.43360E-02    5.09637E-03    5.31984E-03
  7.52782E+00    1.36068E-03    5.23036E-02    5.32745E-02    5.75997E-02   -6.37919E-02    5.12068E-03    5.31254E-03
  7.53600E+00    1.21782E-03    5.24345E-02    5.32376E-02    5.75539E-02   -6.32436E-02    5.14633E-03    5.30517E-03
  7.54418E+00    1.08576E-03    5.25766E-02    5.31905E-02    5.75018E-02   -6.26890E-02    5.17426E-03    5.29580E-03
  7.55237E+00    9.64534E-04    5.27402E-02    5.31503E-02    5.74422E-02   -6.21222E-02    5.20650E-03    5.28780E-03
  7.56055E+00    8.54485E-04    5.29262E-02    5.31330E-02    5.73637E-02   -6.15424E-02    5.24330E-03    5.28436E-03
  7.56873E+00    7.55382E-04    5.31154E-02    5.31263E-02    5.72480E-02   -6.09558E-02    5.28085E-03    5.28303E-03
  7.57691E+00    6.67826E-04    5.33007E-02    5.31352E-02    5.70965E-02   -6.03732E-02    5.31777E-03    5.28479E-03
  7.58509E+00    5.91461E-04    5.34961E-02    5.31206E-02    5.69230E-02   -5.98034E-02    5.35682E-03    5.28189E-03
  7.59328E+00    5.25575E-04    5.37104E-02    5.31191E-02    5.67378E-02   -5.92447E-02    5.39983E-03    5.28160E-03
  7.60146E+00    4.69455E-04    5.39425E-02    5.30926E-02    5.65445E-02   -5.86872E-02    5.44659E-03    5.27632E-03
  7.60964E+00    4.22508E-04    5.41811E-02    5.30893E-02    5.63377E-02   -5.81266E-02    5.49489E-03    5.27567E-03
  7.61782E+00    3.83899E-04    5.44096E-02    5.30664E-02    5.61081E-02   -5.75645E-02    5.54133E-03    5.27111E-03
  7.62601E+00    3.52678E-04    5.46280E-02    5.30438E-02    5.58555E-02   -5.70012E-02    5.58591E-03    5.26663E-03
  7.63419E+00    3.28249E-04    5.48344E-02    5.30440E-02    5.55711E-02   -5.64408E-02    5.62820E-03    5.26666E-03
  7.64237E+00    3.09896E-04    5.50186E-02    5.30347E-02    5.52545E-02   -5.58888E-02    5.66609E-03    5.26483E-03
  7.65055E+00    2.96787E-04    5.51846E-02    5.30243E-02    5.49194E-02   -5.53462E-02    5.70032E-03    5.26276E-03
  7.65874E+00    2.88207E-04    5.53450E-02    5.30103E-02    5.45778E-02   -5.48092E-02    5.73351E-03    5.25998E-03
  7.66692E+00    2.83440E-04    5.55069E-02    5.29933E-02    5.42300E-02   -5.42711E-02    5.76710E-03    5.25661E-03
  7.67510E+00    2.81771E-04    5.56662E-02    5.29818E-02    5.38676E-02   -5.37228E-02    5.80024E-03    5.25433E-03
  7.68328E+00    2.82724E-04    5.58132E-02    5.29854E-02    5.34832E-02   -5.31631E-02    5.83092E-03    5.25503E-03
  7.69147E+00    2.85585E-04    5.59404E-02    5.30022E-02    5.30805E-02   -5.26033E-02    5.85753E-03    5.25837E-03
  7.69965E+00    2.89637E-04    5.60507E-02    5.30217E-02    5.26764E-02   -5.20574E-02    5.88065E-03    5.26224E-03
  7.70783E+00    2.94404E-04    5.61509E-02    5.30336E-02    5.22850E-02   -5.15333E-02    5.90169E-03    5.26460E-03
  7.71601E+00    2.98932E-04    5.62479E-02    5.30360E-02    5.19137E-02   -5.10249E-02    5.92210E-03    5.26508E-03
  7.72420E+00    3.02746E-04    5.63453E-02    5.30357E-02    5.15568E-02   -5.05226E-02    5.94264E-03    5.26502E-03
  7.73238E+00    3.05248E-04    5.64389E-02    5.30376E-02    5.12009E-02   -5.00234E-02    5.96238E-03    5.26540E-03
  7.74056E+00    3.06798E-04    5.65212E-02    5.30408E-02    5.08306E-02   -4.95289E-02    5.97979E-03    5.26603E-03
  7.74874E+00    3.07393E-04    5.65820E-02    5.30323E-02    5.04371E-02   -4.90415E-02    5.99266E-03    5.26435E-03
  7.75693E+00    3.07274E-04    5.66185E-02    5.30418E-02    5.00312E-02   -4.85640E-02    6.00040E-03    5.26623E-03
  7.76511E+00    3.06559E-04    5.66427E-02    5.30369E-02    4.96366E-02   -4.80958E-02    6.00554E-03    5.26527E-03
  7.77329E+00    3.05606E-04    5.66703E-02    5.30299E-02    4.92678E-02   -4.76341E-02    6.01139E-03    5.26387E-03
  7.78147E+00    3.04414E-04    5.67096E-02    5.30210E-02    4.89236E-02   -4.71769E-02    6.01973E-03    5.26210E-03
  7.78965E+00    3.03222E-04    5.67591E-02    5.30106E-02    4.85900E-02   -4.67229E-02    6.03023E-03    5.26004E-03
  7.79784E+00    3.02031E-04    5.68087E-02    5.30004E-02    4.82471E-02   -4.62737E-02    6.04078E-03    5.25802E-03
  7.80602E+00    3.01316E-04    5.68495E-02    5.29932E-02    4.78851E-02   -4.58321E-02    6.04945E-03    5.25658E-03
  7.81420E+00    3.00839E-04    5.68810E-02    5.29896E-02    4.75106E-02   -4.54033E-02    6.05616E-03    5.25588E-03
  7.82238E+00    3.00601E-04    5.69077E-02    5.29841E-02    4.71340E-02   -4.49944E-02    6.06185E-03    5.25478E-03
  7.83057E+00    3.00601E-04    5.69335E-02    5.29694E-02    4.67646E-02   -4.46048E-02    6.06734E-03    5.25186E-03
  7.83875E+00    3.00720E-04    5.69615E-02    5.29372E-02    4.64091E-02   -4.42250E-02    6.07331E-03    5.24549E-03
  7.84693E+00    3.01077E-04    5.69947E-02    5.29266E-02    4.60692E-02   -4.38474E-02    6.08041E-03    5.24337E-03
  7.85511E+00    3.01316E-04    5.70321E-02    5.29100E-02    4.57397E-02   -4.34716E-02    6.08839E-03    5.24009E-03
  7.86330E+00    3.01673E-04    5.70719E-02    5.28832E-02    4.54192E-02   -4.31028E-02    6.09688E-03    5.23479E-03
  7.87148E+00    3.02031E-04    5.71145E-02    5.28715E-02    4.51049E-02   -4.27409E-02    6.10600E-03    5.23248E-03
  7.87966E+00    3.02269E-04    5.71573E-02    5.28477E-02    4.47886E-02   -4.23772E-02    6.11514E-03    5.22776E-03
  7.88784E+00    3.02269E-04    5.71939E-02    5.28287E-02    4.44603E-02   -4.20085E-02    6.12299E-03    5.22401E-03
  7.89603E+00    3.02388E-04    5.72170E-02    5.28139E-02    4.41167E-02   -4.16390E-02    6.12794E-03    5.22108E-03
  7.90421E+00    3.02507E-04    5.72273E-02    5.27974E-02    4.37659E-02   -4.12729E-02    6.13014E-03    5.21781E-03
